IMEI,installation_date,uninstallation_date,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
866314060290473,2024-01-17T19:21:15Z,,JL6AFC6A1RK002093,002093,WICAR,GV58LAU,10520,-33.526174,-70.523600,0,2026-09-20T15:51:19Z,HBD,,,,,,,true,false,2026-09-22T13:38:32Z
869671070597438,,,W1V907657NP345658,RPJP71,COPILOTO,GV300W,106138,-32.846488,-70.598510,0,2026-09-16T21:29:11Z,DAT,106138,1862.320000,0.000000,0,2026-09-16T21:28:55Z,FI,true,true,2026-09-16T21:29:11Z
863457051705125,2023-11-29T13:11:38Z,,WDB906633HP244559,KKTS62,COPILOTO,GV300W,161042,-35.422153,-71.632238,0,2026-09-11T02:33:39Z,PFA,,,,,,,true,false,2026-09-11T03:16:06Z
863457050233673,2023-02-28T13:06:03Z,,9BM958441PB280940,280940,COPILOTO,GV300W,305288,-34.607469,-70.961404,0,2026-09-21T18:32:19Z,HBD,307789,5759.390000,100740.680000,0,2026-09-21T13:32:16Z,G9,true,true,2026-09-22T13:34:41Z
863457051701934,2023-11-21T18:17:05Z,,LSFAL110XRA043857,043857,COPILOTO,GV300W,4084,-33.539527,-70.747173,0,2026-08-14T20:57:56Z,PFA,0,,,1,2026-08-14T20:38:20Z,DE,true,true,2026-08-14T22:06:43Z
G9KK0ZS994KM,,,W1FKHLAD0T0814100,W1FKHLAD0T0814100,DIVEMOTOR,INTEGRATION,,-5.065291,-80.128349,0,2026-09-14T22:13:17Z,DAT,31643,2093.100000,21983.000000,0,2026-09-14T22:13:17Z,DB,true,true,2026-09-14T22:13:17Z
867162029815776,2021-04-24T04:00:00Z,,WDB932315J0211470,KFGR30,,GV300W,59985,-28.861724,-70.287496,70,2025-09-05T21:48:38Z,FRI,,,,,,,true,false,2025-09-05T21:48:38Z
869671070576937,2025-01-10T20:03:24Z,,W1V907645SP754931,P754931,COPILOTO,GV300W,0,-26.252103,-69.626808,0,2026-09-22T13:40:54Z,FRI,,,,,,**,true,true,2026-09-22T13:40:54Z
863238071551842,,,W1T963424SB386475,C-2080 ,COPILOTO,GV300W,53376,-22.323110,-68.886466,28,2026-09-22T13:42:27Z,DAT,53376,4523.500000,31878.400000,28,2026-09-22T13:42:25Z,DB,true,true,2026-09-22T13:42:27Z
863457050965662,2023-01-18T14:36:03Z,,LSFAM11A1NA070722,SJKT63,COPILOTO,GV300W,70110,-38.809514,-72.760579,43,2026-09-22T01:53:33Z,HBD,,,,,,,true,false,2026-09-22T01:56:43Z
867162027876994,2021-11-23T03:00:00Z,,W1T964016N0530726,RKYX-17,COPILOTO,GV300W,55656,-22.749903,-69.348350,0,2026-09-13T14:46:25Z,HBD,58797,6234.000000,28802.240000,0,2026-09-12T19:31:28Z,DA,true,true,2026-09-22T12:30:19Z
863238075105389,,,LSFAM11A7SA050468,VPGY90,DIMO,SMART 5,,-36.821750,-73.018802,,,,7573,,,0,,,true,true,2026-08-25T22:23:24Z
G9DDZB9JKZMJ,,,WJMJ4CTD0PC485593,BXA-856,DIVEMOTOR,INTEGRATION,,-16.406361,-71.590195,0,2026-08-05T15:49:00Z,DAT,58130,3583.600000,36322.000000,0,2026-08-05T15:49:00Z,DB,true,true,2026-08-05T15:49:00Z
869671070595796,2025-02-11T02:11:02Z,,W1T963403S0798307,0798307,COPILOTO,GV300W,254283,-23.404344,-69.510124,68,2026-09-22T13:34:43Z,FRI,254283,4483.400000,70858.690000,70,2026-09-22T13:33:47Z,DB,true,true,2026-09-22T13:34:43Z
863457051709077,2023-12-04T14:06:02Z,,W1T964416R0695128,TFJR11,COPILOTO,GV300W,61309,-23.284392,-69.771615,84,2026-09-22T13:17:06Z,DAT,65151,1929.000000,38028.730000,87,2026-09-22T13:16:33Z,DB,true,true,2026-09-22T13:17:06Z
868589060264762,2024-04-15T12:47:25Z,,3AKJHPDVXPSNM9061,TKFC64,COPILOTO,GV300W,316538,-23.982217,-70.286110,91,2026-09-22T13:42:42Z,FRI,288065,4112.200000,104642.000000,0,2026-03-26T13:06:32Z,KA,true,true,2026-09-22T13:42:42Z
867162029108974,,,WDCDA5HB3CA068755,DYLK28,WICAR,GV300W,128794,-33.374755,-70.584296,18,2026-09-11T16:22:49Z,HBD,,,,,,,true,false,2026-09-11T16:32:10Z
869671070583073,2024-12-19T15:14:39Z,,LVCCCC2A0SM001076,M001076,COPILOTO,GV300W,0,-41.486858,-72.973846,0,2026-09-22T13:39:18Z,FRI,0,,,0,2025-07-08T13:35:30Z,DY,true,true,2026-09-22T13:39:18Z
863457050115227,,,W1NFB2DB3MA542326,RJSV89,WICAR,GV300W,39631,-34.898716,-71.032423,0,2026-09-22T02:43:00Z,HBD,20504,,,,,,true,true,2026-09-22T09:44:49Z
866314061337422,2025-03-12T23:44:21Z,,9BM958154SB401273,B401273,COPILOTO,GV58LAU,30124,-33.561513,-70.553240,0,2026-09-22T10:09:50Z,FRI,,,,,,,true,false,2026-09-22T10:09:50Z
GAH25TV7T69R,,,W1FKHLAD4V0878675,W1FKHLAD4V0878675,DIVEMOTOR,INTEGRATION,,-12.243558,-76.820221,0,2026-09-04T14:48:23Z,DAT,187,14.000000,87.000000,0,2026-09-04T14:48:23Z,DB,true,true,2026-09-04T14:48:23Z
