IMEI,installation_date,uninstallation_date,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
867698041072243,2023-04-23T03:43:09Z,,LVCB4L4D1PM001333,SLPB29,COPILOTO,GV300W,,-33.374810,-70.758130,0,2026-01-06T17:12:13Z,DAT,151088,,,0,2026-01-06T17:02:24Z,DE,true,true,2026-01-06T17:12:13Z
863457051711818,2023-09-27T14:35:01Z,,W1T964231R0671017,TCSL41,COPILOTO,GV300W,87481,-22.439199,-68.851136,0,2026-05-10T23:25:54Z,PFA,90896,4254.600000,53952.090000,0,2026-05-10T23:09:54Z,G5,true,true,2026-05-10T23:26:11Z
863238070326725,,,W1T963403T0857126,857126,COPILOTO,GV300W,0,-23.597013,-70.386947,0,2026-05-13T11:19:41Z,FRI,2081,36.650000,382.300000,0,2026-04-27T22:19:34Z,G9,true,true,2026-05-13T11:19:41Z
863457050658150,2023-02-06T02:22:15Z,,9BM958166PB293581,293581,COPILOTO,GV300W,64663,-34.152148,-70.771256,0,2026-05-13T10:29:40Z,INF,65260,2411.170000,11581.050000,0,2026-05-13T08:29:40Z,KA,true,true,2026-05-13T11:21:46Z
863457050629128,2023-01-18T14:34:44Z,,LSFAM11AXNA094713,SHGT19,COPILOTO,GV300W,111738,-33.293243,-70.733595,0,2026-05-13T01:06:28Z,HBD,,,,,,,true,false,2026-05-13T11:19:35Z
863457050656006,2023-01-26T22:02:41Z,,JL6AKE6A1PK002860,002860,COPILOTO,GV300W,245,-34.087428,-70.388211,8,2026-02-28T15:37:16Z,BPL,,,,,,,true,false,2026-02-28T15:37:16Z
863238070319191,,,W1T964414T0843532,0843532,COPILOTO,GV300W,757,-33.296852,-70.751716,0,2026-04-08T14:01:33Z,DAT,757,18.100000,199.070000,0,2026-04-08T14:00:26Z,G9,true,true,2026-04-08T14:01:33Z
863457051683777,2023-11-02T19:33:38Z,,W1NKJ0FB1RF073556,073556,COPILOTO,GV300W,24636,-34.158133,-70.727009,0,2026-05-13T11:01:00Z,HBD,,,,,,,true,false,2026-05-13T11:18:13Z
867162029809597,,,WDCDA5GBXKB188336,LFFS41,WICAR,GV300W,91317,-33.436599,-70.654637,0,2026-05-11T00:02:50Z,HBD,,,,,,,true,false,2026-05-13T11:19:06Z
866314060872726,2025-05-29T19:13:57Z,,LSH14C4C0NA067049,TDTJ95,COPILOTO,GV58LAU,13185,-33.217114,-70.837823,0,2026-05-13T10:56:02Z,HBD,,,,,,,true,false,2026-05-13T11:22:00Z
G9J7AAHS4RPZ,,,W1F9HPAD9S0805092,TFE-849,DIVEMOTOR,INTEGRATION,,-7.071054,-78.595344,45,2026-05-12T21:40:33Z,DAT,17623,0.000000,9312.000000,45,2026-05-12T21:40:33Z,DB,true,true,2026-05-12T21:40:33Z
867162027953884,2022-09-29T21:43:03Z,,W1T964016P0568593,568593,COPILOTO,GV300W,313582,-40.264764,-73.197349,25,2026-05-13T11:19:03Z,DAT,324504,7421.900000,133179.310000,0,2026-05-13T11:13:12Z,DA,true,true,2026-05-13T11:19:03Z
863457050232360,,,W1NFD2BB2NA700525,700525,WICAR,GV300W,51753,-33.371629,-70.519807,0,2026-05-13T10:56:03Z,HBD,,,,,,,true,false,2026-05-13T11:22:23Z
863457052208400,2024-02-13T11:44:02Z,,9BM958154RB342757,342757,COPILOTO,GV300W,63626,-33.528764,-70.758776,20,2026-05-13T11:22:22Z,FRI,,,,,,,true,false,2026-05-13T11:22:22Z
869671072169814,,,JL6CLH6A4TK000473,TK000473,COPILOTO,GV300W,10244,-36.561832,-72.089797,0,2026-04-04T13:43:58Z,FRI,10244,415.250000,2113.500000,0,2026-03-31T21:11:11Z,G9,true,true,2026-04-04T13:43:58Z
G9TKY2AMV379,,,3AKJHPDV0TSWR5835,TFZ-814,DIVEMOTOR,INTEGRATION,,-7.599229,-79.371887,35,2026-05-12T21:40:33Z,DAT,18257,584.300000,9203.000000,35,2026-05-12T21:40:33Z,DB,true,true,2026-05-12T21:40:33Z
DIMO996453454,,,LSFAM11AXSA056216,056216,,,,-33.500945,-70.758597,,,,328,,,0,,,true,true,2026-04-17T04:27:43Z
864002070836169,2026-02-16T00:00:00Z,,WDCTG4GB7EJ016053,GPKW26,WICAR,GV58LAU,49393,-33.422965,-70.597172,0,2026-05-12T18:03:32Z,HBD,,,,,,,true,false,2026-05-13T11:19:50Z
866314060276746,2024-09-11T15:11:32Z,,W1NFB3DB3RB192607,SYPL15,WICAR,GV58LAU,24997,-40.010272,-72.823496,0,2026-05-13T11:11:03Z,HBD,,,,,,,true,false,2026-05-13T11:22:14Z
867698041090674,2023-04-23T03:14:15Z,,LVCB4L4D5PM001352,SLLZ38,COPILOTO,GV300W,,-33.374810,-70.760250,0,2026-01-05T20:55:55Z,DAT,166339,,,0,2026-01-05T20:51:16Z,DE,true,true,2026-01-05T20:55:55Z
868589060681494,2025-01-08T14:05:00Z,,W1T964216S0792730,TYWY78,COPILOTO,GV300W,27089,-20.807295,-69.715124,4,2026-05-13T11:22:32Z,FRI,12127,733.050000,8065.590000,0,2025-12-24T13:22:47Z,B-ELECTRONICS,true,true,2026-05-13T11:22:32Z
866314061232458,,,W1NKJ5BB1SF367483,367483,WICAR,GV58LAU,9713,-36.848311,-73.076018,0,2026-05-13T01:25:20Z,FRI,,,,,,,true,false,2026-05-13T01:25:20Z
869671070595119,2024-12-13T13:42:52Z,,9BM958154SB371193,B371193,COPILOTO,GV300W,63264,-37.423240,-72.338310,0,2026-05-13T11:21:09Z,FRI,63264,2437.070000,0.650000,0,2026-05-13T06:30:08Z,G9,true,true,2026-05-13T11:21:09Z
