IMEI,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
867162029773462,,,,GV300W,101206,-33.340611,-70.554961,0,2026-03-01T09:13:52Z,GSS,,,,,,,true,true,2026-03-01T09:13:52Z
866314060270012,LSFAM11AXPA075694,TGGB90,COPILOTO,GV58LAU,69936,-33.408419,-70.575024,0,2026-03-01T08:50:56Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-03-01T08:50:56Z
863457051086971,W1NFD6BB8NA812026,SSBR73,COPILOTO,GV300W,11531,-33.371776,-70.519108,0,2026-03-01T08:06:21Z,FRI,6816,,,,0001-01-01T00:00:00Z,,true,true,2026-03-01T08:06:21Z
863457050242880,LSH14C4C7NA101262,101262,COPILOTO,GV300W,86486,-33.454408,-70.782614,0,2026-02-18T20:07:11Z,FRI,23541,,,0,2026-02-18T13:28:50Z,DE,true,true,2026-02-18T20:07:11Z
869671070591936,W1T963425SB383515,B383515,COPILOTO,GV300W,0,-33.609405,-70.555358,0,2026-02-28T16:46:53Z,FRI,59042,1597.150000,17080.200000,0,2026-02-28T13:24:54Z,FI,true,true,2026-02-28T16:46:53Z
869671070576838,9BM634016SB394291,B394291,COPILOTO,GV300W,81062,-22.484117,-68.878723,90,2026-03-01T09:17:29Z,FRI,81061,1846.950000,19881.560000,72,2026-03-01T09:16:29Z,DB,true,true,2026-03-01T09:17:29Z
866314062243579,9BM951501TB437377,437377,COPILOTO,GV58LAU,0,-33.373386,-70.697416,0,2026-02-25T13:02:10Z,IGL,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-25T13:02:10Z
863457051065173,9BM951104RB319121,319121,COPILOTO,GV300W,33315,-20.029793,-69.269386,26,2026-02-27T20:55:55Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-27T20:55:55Z
863457050256195,W1N0J8AB2NG014047,RTYK19,WICAR,GV300W,36520,-36.030392,-72.775278,35,2026-02-28T13:31:21Z,HBM,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-28T13:31:21Z
868589060376780,9BM958174SB372305,VRKK88,COPILOTO,GV300W,4791,-34.097856,-70.518010,0,2026-03-01T07:37:45Z,DAT,4878,169.730000,466.350000,0,2026-03-01T06:37:44Z,KA,true,true,2026-03-01T07:37:45Z
