IMEI,installation_date,uninstallation_date,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
868589060181081,2024-09-09T11:59:52Z,,9BM634016RB353206,353206,COPILOTO,GV300W,31631,-22.900412,-69.348804,0,2026-03-10T23:25:00Z,FRI,3502,90.940000,930.390000,1,2026-03-10T13:31:03Z,KA,true,true,2026-07-04T10:46:57Z
863238071557500,,,9BM951501VB460548,B460548,COPILOTO,GV300W,3425,-33.296455,-70.753547,0,2026-06-06T13:24:14Z,DAT,3425,73.300000,597.130000,0,2026-06-06T13:23:48Z,G8,true,true,2026-06-06T13:24:14Z
863238075097289,,,W1NKM0FB8SF355125,VKZH99,,SMART 5,,-32.979132,-71.535563,,,,10194,,,0,,,true,true,2026-07-02T13:46:40Z
866314061293294,2024-08-16T14:27:31Z,,W1NFD0KB4RB203397,04-39198,COPILOTO,GV58LAU,15479,-33.279993,-70.624687,4,2026-07-04T00:59:07Z,HBD,,,,,,,true,false,2026-07-04T10:42:44Z
868589060163402,2024-10-15T11:28:21Z,,9536R8266RR071420,TPPF64,COPILOTO,GV300W,40269,-21.923852,-68.819539,0,2026-07-04T01:50:03Z,HBD,33212,3745.750000,22068.000000,0,2026-01-22T16:59:45Z,ID,true,true,2026-07-04T10:32:50Z
867162029804556,2021-01-25T03:00:00Z,,W1T963403N0494400,PLYW12,COPILOTO,GV300W,867910,-34.767404,-71.043359,89,2026-07-01T04:53:44Z,INF,912931,15163.050000,264732.000000,92,2026-07-01T04:53:39Z,DB,true,true,2026-07-01T05:37:11Z
867162025951815,2018-09-28T03:00:00Z,,3AKJGHDV2KDKH8174,KVXJ15,COPILOTO,GV300W,841196,-33.294534,-70.734664,0,2025-08-27T20:41:21Z,FRI,,,,,,,true,false,2025-08-27T20:41:21Z
866314061953491,,,9BM951501TB449002,449002,COPILOTO,GV58LAU,158,-33.343261,-70.837579,0,2026-07-04T10:37:33Z,HBD,,,,,,,true,false,2026-07-04T10:47:02Z
863457051058772,2022-10-14T16:08:45Z,,WJMM52AU0NC468023,SGBS-14,COPILOTO,GV300W,130564,-33.296766,-70.751113,0,2026-05-05T12:12:10Z,INF,130855,2465.100000,43009.000000,0,2026-05-05T10:12:07Z,KA,true,true,2026-05-05T20:55:10Z
866314061273080,2025-02-19T02:41:07Z,,9BM958154SB401234,B401234,COPILOTO,GV58LAU,14019,-33.370976,-70.702672,0,2026-07-04T10:05:16Z,HBD,,,,,,,true,false,2026-07-04T10:46:08Z
866314061193361,2025-06-05T16:08:29Z,,LSFAM11H5SA063085,VFHP30,COPILOTO,GV58LAU,10440,-33.050801,-71.442389,0,2026-07-04T10:05:45Z,HBD,,,,,,,true,false,2026-07-04T10:42:54Z
DIMO996453526,,,W1K3F8HB7TJ562031,562031,,,,-33.264620,-70.662180,,,,336,,,53,,,true,true,2026-04-17T15:18:10Z
867162027847128,2022-05-30T21:41:46Z,,W1T964414N0555483,RWWL-98,COPILOTO,GV300W,94141,-22.328443,-68.893749,0,2026-07-03T23:45:44Z,PFA,98471,4308.100000,40703.160000,0,2026-07-03T21:45:44Z,G9,true,true,2026-07-04T02:22:27Z
868018072375705,,,8AC907645TE282442,282442,DIMO,SMART 5,,-33.461922,-70.716448,,,,23,,,0,,,true,true,2026-07-03T14:41:54Z
863238071578613,,,9BM951102VB455031,ABAF378,COPILOTO,GV300W,5115,-22.584907,-55.686664,0,2026-07-04T10:43:33Z,FRI,5115,89.150000,0.100000,0,2026-07-03T22:41:05Z,G9,true,true,2026-07-04T10:43:33Z
863238070321999,,,W1T963425SB400554,B400554,COPILOTO,GV300W,66818,-36.813087,-72.936035,0,2026-07-04T10:42:56Z,FRI,66818,1166.500000,21415.100000,0,2026-07-03T19:49:52Z,G9,true,true,2026-07-04T10:42:56Z
869671070589310,2025-05-05T16:36:02Z,,9BM958154RB350422,B350422,COPILOTO,GV300W,2982,-40.262626,-73.057609,0,2026-03-26T16:49:04Z,FRI,2982,71.140000,1.560000,0,2026-03-26T16:43:46Z,G9,true,true,2026-03-26T16:49:04Z
863238071554119,,,W1T963403N0560466,RTHK27,COPILOTO,GV300W,654522,-35.589962,-72.284782,0,2026-07-04T10:45:15Z,FRI,654522,10685.750000,193795.890000,0,2026-07-03T17:06:40Z,G9,true,true,2026-07-04T10:45:15Z
863457050964756,2023-01-18T14:36:00Z,,LSFAM11A2NA071748,SJKT20,COPILOTO,GV300W,113303,-35.490555,-71.727189,0,2026-07-04T08:48:29Z,HBD,,,,,,,true,false,2026-07-04T10:43:25Z
866314061980031,,,W1N4N8HB2TJ825214,825214,WICAR,GV58LAU,2193,-33.354027,-70.535050,0,2026-07-04T10:27:55Z,HBD,,,,,,,true,false,2026-07-04T10:44:52Z
867162029796380,,,WDDWF4AB9JF724645,KVBK48,WICAR,GV300W,14961,-33.401046,-70.580220,2,2026-07-03T14:01:24Z,HBD,,,,,,,true,false,2026-07-04T10:46:13Z
