IMEI,installation_date,uninstallation_date,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
866314060291877,2025-01-21T14:45:23Z,,W1NFD8KB6RB169204,TXYT56,WICAR,GV58LAU,14882,-41.323860,-72.974409,10,2026-05-10T00:37:07Z,HBD,573,,,,,,true,true,2026-05-20T15:13:17Z
866314060279047,2024-11-13T18:55:26Z,,W1NYC6AJ3RX516077,516077,WICAR,GV58LAU,11064,-33.372440,-70.519486,0,2026-05-20T17:19:43Z,HBD,,,,,,,true,false,2026-05-21T11:44:49Z
863457051713228,2024-01-19T18:11:00Z,,W1K3F8HBXRN320349,TDBD62,WICAR,GV300W,54315,-33.593926,-70.601188,0,2026-05-21T11:50:06Z,HBD,,,,,,,true,false,2026-05-21T11:58:12Z
G9YFJXURTHSE,,,3AKJG3DV2SDWC5568,VDT-748,DIVEMOTOR,INTEGRATION,,-14.802469,-71.516197,0,2026-05-21T03:19:41Z,DAT,85752,2945.200000,54929.000000,0,2026-05-21T03:19:41Z,DB,true,true,2026-05-21T03:19:41Z
G9ZPPXCDXT5K,,,LSFAM11A3SA056266,CEU-913,DIVEMOTOR,INTEGRATION,,-12.052393,-77.099129,0,2026-05-21T04:52:22Z,DAT,23414,0.000000,0.000000,0,2026-05-21T04:52:22Z,DA,true,true,2026-05-21T04:52:22Z
863457051699062,2023-06-16T19:47:31Z,,W1T964231PB301435,STGF72,COPILOTO,GV300W,103149,-35.408088,-71.670097,0,2026-05-21T11:58:11Z,FRI,,,,,,,true,false,2026-05-21T11:58:11Z
DIMO996453419,,,W1NKM0FB7TF535116,535116,,,,-33.373325,-70.519823,,,,222,,,0,,,true,true,2026-04-17T14:10:26Z
863457051075107,2023-05-12T14:20:36Z,,W1T964026P0643179,643179,COPILOTO,GV300W,282309,-37.436068,-72.313569,3,2026-05-21T11:58:59Z,DAT,293567,8027.400000,110216.260000,0,2026-05-21T11:58:12Z,DB,true,true,2026-05-21T11:58:59Z
863457050143880,,,LSKG47C15ND040973,SCZD22,WICAR,GV300W,35913,-33.455748,-70.524050,0,2026-05-21T11:23:37Z,HBD,,,,,,,true,false,2026-05-21T11:55:57Z
863457050633245,2022-09-23T16:03:05Z,,W1T964231P0588503,SDCJ58,COPILOTO,GV300W,98135,-53.516781,-69.154881,0,2026-04-08T19:19:18Z,HBD,101475,5802.350000,57255.110000,33,2026-04-08T19:23:03Z,DA,true,true,2026-05-13T10:30:57Z
863457052209796,2024-02-20T14:40:47Z,,LSH14C4C1PA045161,045161,COPILOTO,GV300W,27508,-33.426550,-70.788821,0,2026-05-21T11:58:27Z,FRI,28944,,,0,2026-05-21T03:42:47Z,DE,true,true,2026-05-21T11:58:27Z
866314060260930,2025-06-09T15:46:12Z,,W1NFD6BB2SB285865,TSRK19,WICAR,GV58LAU,12226,-33.334776,-70.701012,0,2026-05-20T15:02:42Z,HBD,,,,,,,true,false,2026-05-20T15:56:12Z
863457050605748,2023-02-06T02:19:01Z,,9BM958154PB288582,288582,COPILOTO,GV300W,69287,-33.120522,-71.562124,0,2026-05-19T20:52:07Z,PFA,71572,3339.380000,14577.860000,0,2026-05-19T19:22:22Z,G9,true,true,2026-05-19T21:11:13Z
866314060267596,2024-11-21T16:31:34Z,,LUZAGBGA4RA053948,TTJK94,COPILOTO,GV58LAU,21532,-33.462087,-70.714890,0,2026-05-21T11:46:07Z,HBD,,,,,,,true,false,2026-05-21T11:57:54Z
G9V70Z93PE4X,,,W1FNHLAD7T0822417,CEW-799,DIVEMOTOR,INTEGRATION,,-13.083485,-75.997917,0,2026-05-21T10:44:17Z,DAT,27457,3770.400000,1461.000000,0,2026-05-21T10:44:17Z,DB,true,true,2026-05-21T10:44:17Z
863457051681573,2023-07-18T22:53:26Z,,MEC2047R8PP122314,122314,COPILOTO,GV300W,42597,-40.564234,-73.181737,0,2026-05-21T11:23:32Z,HBD,45402,5466.690000,24187.060000,0,2026-05-21T10:23:30Z,KA,true,true,2026-05-21T11:57:35Z
863457051066684,2023-05-14T03:26:18Z,,LVCB4L4D4PM001360,SKDJ74,COPILOTO,GV300W,186257,-33.362777,-70.762346,0,2025-12-23T20:45:28Z,BPL,199526,,,0,2025-12-23T18:07:17Z,B-ELECTRONICS,true,true,2025-12-23T20:45:28Z
863457050122389,,,W1KAF4BB4NR006000,RYJH54,WICAR,GV300W,8621,-33.368927,-70.579395,8,2026-05-20T23:07:29Z,FRI,,,,,,,true,false,2026-05-20T23:07:29Z
G94V709P2YT3,,,W1FKHLAD7R0659358,BWF-793,DIVEMOTOR,INTEGRATION,,-11.598315,-76.176323,2,2026-05-21T09:17:50Z,DAT,55300,7477.800000,80740.000000,2,2026-05-21T09:17:50Z,DB,true,true,2026-05-21T09:17:50Z
866314062225923,,,W1NKJ5BB4TF500125,500125,WICAR,GV58LAU,3793,-33.318019,-70.648349,0,2026-05-21T11:50:30Z,HBD,,,,,,,true,false,2026-05-21T11:54:06Z
866314061230452,2025-06-18T20:56:22Z,,9BM951511TB411397,B411397,COPILOTO,GV58LAU,2447,-33.294772,-70.735682,0,2025-08-08T18:07:57Z,FRI,,,,,,,true,false,2025-08-08T18:07:57Z
DIMO996453525,,,LSFAM11A7SA056223,056223,,,,-33.573460,-70.805748,,,,5551,,,0,,,true,true,2026-04-09T21:43:45Z
863457050124229,,,W1K3F5EB5PN300297,STZC28,WICAR,GV300W,29465,-33.357187,-70.481207,0,2026-05-21T11:04:40Z,HBD,,,,,,,true,false,2026-05-21T11:58:51Z
G9NV7833AN1H,,,LEZAD1EC0SF131144,CDC-738,DIVEMOTOR,INTEGRATION,,-12.018866,-76.918083,0,2026-05-21T09:16:48Z,DAT,11777,978.200000,0.000000,0,2026-05-21T09:16:48Z,DB,true,true,2026-05-21T09:16:48Z
866314061289425,2025-03-12T23:28:04Z,,9BM958154SB396578,VGCS45,COPILOTO,GV58LAU,30290,-34.163138,-70.726054,0,2026-05-21T11:58:37Z,FRI,,,,,,,true,false,2026-05-21T11:58:37Z
866314061965099,,,W1N4N8HB6TJ819870,VPHH47,COPILOTO,GV58LAU,946,-33.120143,-71.562676,0,2026-05-21T11:45:45Z,HBD,,,,,,,true,false,2026-05-21T11:58:20Z
863457050212412,,,W1K4F8HB6NJ369778,LYGT71,COPILOTO,GV300W,59338,-33.326350,-70.748572,0,2026-05-21T06:41:40Z,HBD,,,,,,,true,false,2026-05-21T11:54:31Z
869671070583321,,,W1T963424P0584519,RZHP57,COPILOTO,GV300W,117935,-36.625427,-72.145591,0,2026-05-21T11:58:13Z,FRI,117935,3880.300000,56116.500000,0,2026-05-14T21:16:32Z,G9,true,true,2026-05-21T11:58:13Z
863457051046603,2022-11-14T14:37:16Z,,9BM958154PB266436,266436,COPILOTO,GV300W,81508,-45.838952,-71.872647,0,2026-04-06T22:41:39Z,HBD,81524,5937.070000,32514.620000,0,2026-04-06T21:41:39Z,G9,true,true,2026-05-14T20:22:12Z
867162029792033,2021-03-24T03:00:00Z,,WDB963425J0173895,JYRJ42,COPILOTO,GV300W,448164,-34.206101,-70.885689,0,2025-12-09T19:31:32Z,FRI,453866,13867.550000,184542.560000,77,2025-12-09T16:30:38Z,KA,true,true,2025-12-09T19:31:32Z
863457050607678,2022-12-12T15:19:38Z,,W1T964231P0599105,SKDS55,COPILOTO,GV300W,170728,-24.408303,-69.492247,0,2026-05-20T21:19:53Z,PFA,1392,34.850000,468.910000,3,2026-05-20T18:06:50Z,KA,true,true,2026-05-20T21:28:13Z
868589060167072,2024-06-11T19:39:15Z,,W1T963425PB299724,TSGV86,COPILOTO,GV300W,79760,-33.323575,-70.744657,0,2026-04-11T00:13:42Z,HBD,42425,1873.300000,16021.000000,0,2026-04-10T01:55:36Z,B-ELECTRONICS,true,true,2026-04-11T04:38:27Z
865413056962078,2024-12-16T16:51:13Z,,3AKGHHDR8SSWB1127,SWB1127,COPILOTO,GV300W,0,-33.546218,-70.711990,0,2026-05-06T16:10:51Z,FRI,375212,5405.550000,93405.500000,0,2026-04-28T07:07:30Z,DB,true,true,2026-05-06T16:10:51Z
863457050033669,2022-11-25T13:29:45Z,,JL5ASJ6A9NRK30445,K30445,COPILOTO,GV300W,128240,-41.480398,-72.974932,0,2026-04-27T13:11:43Z,INF,,,,,,,true,false,2026-04-28T04:40:31Z
866314060229828,2024-11-27T17:19:20Z,,WDDWJ8HB8KF897411,LHBK35,WICAR,GV58LAU,17125,-33.403119,-70.534890,5,2025-09-11T16:15:43Z,FRI,,,,,,,true,false,2025-09-11T16:15:43Z
G9DRSZCHDAZJ,,,W1FKHLAD7P0652858,EAJ-400,DIVEMOTOR,INTEGRATION,,-5.167340,-80.695450,0,2026-05-12T15:33:27Z,DAT,10999,1130.800000,6185.000000,0,2026-05-12T15:33:27Z,DB,true,true,2026-05-12T15:33:27Z
863457050633518,2023-02-06T02:24:54Z,,W1T963424P0590301,590301,COPILOTO,GV300W,70389,-37.249470,-73.233623,0,2026-05-18T17:22:57Z,INF,753,,191.500000,0,2026-05-18T12:43:42Z,KA,true,true,2026-05-18T18:38:10Z
863457051068342,2023-09-11T12:28:04Z,,W1T964026P0625886,625886,COPILOTO,GV300W,94301,-33.388363,-70.754148,0,2026-05-21T11:58:42Z,FRI,96855,2553.250000,32758.640000,0,2026-05-21T01:51:48Z,G9,true,true,2026-05-21T11:58:42Z
