IMEI,installation_date,uninstallation_date,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
869671070577026,2025-05-05T16:32:57Z,,3ALMG3DV1SDWE2760,DWE2760,COPILOTO,GV300W,0,-33.527828,-70.724990,0,2026-06-05T16:23:09Z,FRI,1446,69.200000,563.500000,0,2026-04-28T14:06:27Z,G9,true,true,2026-06-05T16:23:09Z
863457051684718,2023-09-13T19:04:11Z,,WDDMH4CB3EN079694,GTVR89,WICAR,GV300W,13889,-33.430674,-70.582459,0,2026-07-06T12:17:51Z,HBD,,,,,,,true,false,2026-07-06T12:32:40Z
863457052205406,2024-03-13T16:51:52Z,,9BM958174RB354311,354311,COPILOTO,GV300W,128203,-35.023167,-71.248311,0,2026-07-06T03:26:19Z,HBD,130870,2868.090000,18597.820000,0,2026-06-21T00:48:48Z,KA,true,true,2026-07-06T03:36:02Z
863457051688032,2023-08-14T18:39:16Z,,WDB964016L0339229,LFTB80,COPILOTO,GV300W,752527,-37.474032,-72.718745,69,2026-03-13T00:27:28Z,FRI,,,,,,B-ELECTRONICS,true,true,2026-03-13T00:27:28Z
DIMO984821718,,,LSFAM11A3SA051827,VPGY99,,,,-41.457160,-72.898407,,,,7052,,,0,,,true,true,2026-06-08T21:27:03Z
GAN646NWBK4D,,,W1FKHLAD9T0861237,CLD-837,DIVEMOTOR,INTEGRATION,,-8.155674,-77.366425,0,2026-07-04T21:37:43Z,DAT,4860,427.500000,4064.000000,0,2026-07-04T21:37:43Z,DB,true,true,2026-07-04T21:37:43Z
869671070590441,2024-11-05T13:26:37Z,,JL6BHG6A3SK000261,K000261,COPILOTO,GV300W,0,-33.536460,-70.902221,0,2026-04-18T09:32:17Z,FRI,27791,1469.300000,5615.000000,0,2026-03-30T22:25:11Z,G9,true,true,2026-04-18T09:32:17Z
G9XKT3X897SK,,,3AKJHPDV8RSUT8043,3AKJHPDV8RSUT8043,DIVEMOTOR,INTEGRATION,,-8.406334,-74.644295,0,2026-07-05T19:03:50Z,DAT,102374,3468.000000,51462.000000,0,2026-07-05T19:03:50Z,DB,true,true,2026-07-05T19:03:50Z
867162029152618,2025-07-23T18:38:33Z,,W1NKJ0FB0SF336593,TZLT21,WICAR,GV300W,24757,-33.380157,-70.534383,21,2026-07-06T12:31:50Z,GSM,,,,,,,true,false,2026-07-06T12:32:50Z
869671070589765,2024-11-15T13:10:36Z,,W1T964231S0765356,THCC60,COPILOTO,GV300W,30285,-52.762836,-69.290641,0,2026-06-13T15:02:27Z,DAT,30285,1016.600000,15902.450000,0,2026-06-13T15:02:22Z,DB,true,true,2026-06-13T15:02:27Z
866314060321088,2024-08-01T12:58:49Z,,LSFAM11A9RA077701,LSFAM11A9RA077701,,GV58LAU,0,-29.886509,-71.232877,0,2026-07-05T02:23:20Z,HBD,,,,,,,true,false,2026-07-06T12:29:34Z
869671070587306,2025-01-07T12:35:55Z,,9BM958441PB308246,TZRG-77,COPILOTO,GV300W,104321,-34.282726,-71.729522,84,2026-07-06T12:32:19Z,FRI,104321,1837.080000,47982.500000,84,2026-07-06T12:31:49Z,DB,true,true,2026-07-06T12:32:19Z
866314062232226,,,MEC0544PETP077459,P077459,COPILOTO,GV58LAU,110,-25.338180,-57.585949,6,2026-03-17T20:57:47Z,FRI,,,,,,,true,false,2026-03-17T20:57:47Z
863457050289261,2023-08-22T21:23:10Z,,JL6CJH6A2PK002489,002489,COPILOTO,GV300W,48754,-36.790781,-73.069429,0,2026-07-06T12:15:28Z,INF,,,,,,,true,false,2026-07-06T12:30:36Z
863238070328184,2025-06-02T20:02:05Z,,JL6CJH6A9SK006936,K006936,COPILOTO,GV300W,9113,-22.440336,-68.859390,0,2026-06-21T17:05:31Z,FRI,9113,397.950000,1642.500000,0,2026-06-12T20:42:57Z,G9,true,true,2026-06-21T17:05:31Z
863457051750063,2023-10-11T15:10:26Z,,LSFAM11A6NA051048,RWCK59,COPILOTO,GV300W,100923,-36.633341,-72.192060,0,2026-07-06T12:11:58Z,HBD,,,,,,,true,false,2026-07-06T12:30:18Z
863457051746590,2023-07-17T16:34:32Z,,9BM958154RB328333,328333,COPILOTO,GV300W,88808,-33.370029,-70.788713,80,2026-07-06T12:32:16Z,FRI,86917,5233.700000,23126.820000,55,2026-04-04T20:03:37Z,DB,true,true,2026-07-06T12:32:16Z
867162029139391,2023-02-06T02:21:26Z,,MEC2047R5NP113678,113678,COPILOTO,GV300W,110169,-25.835818,-69.872619,0,2026-07-05T21:00:47Z,HBD,,,,,,,true,false,2026-07-06T12:09:17Z
867162025113150,,,WDDSJ4CB8KN756987,LXLF81,WICAR,GV300W,77378,-33.663270,-70.602822,0,2026-06-13T14:41:13Z,HBD,,,,,,,true,false,2026-06-13T14:42:52Z
863457050578978,2023-02-06T02:22:33Z,,9BM958154PB295143,295143,COPILOTO,GV300W,167055,-53.069006,-70.876459,0,2026-07-06T12:32:38Z,FRI,126767,2245.070000,11980.320000,3,2025-12-26T12:12:19Z,G5,true,true,2026-07-06T12:32:38Z
863457051085734,2023-06-05T21:33:31Z,,LVCB4L4D8PM001250,SKDG69,COPILOTO,GV300W,170449,-33.388319,-70.622445,0,2025-10-02T10:45:39Z,BPL,179355,,,0,2025-10-02T09:38:03Z,DE,true,true,2025-10-02T10:45:39Z
866314061991012,,,W1V447813S4435551,VKFZ87,WICAR,GV58LAU,4536,-36.559622,-72.093190,14,2026-07-06T02:18:10Z,HBD,,,,,,,true,false,2026-07-06T12:31:07Z
