IMEI,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
867162029340973,W1T963425M0484386,PLJR12,COPILOTO,GV300W,673823,-36.789164,-73.022618,0,2026-03-26T09:07:31Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-03-26T09:07:31Z
869671070582448,,,,GV300W,806,0.000000,0.000000,8,2026-03-25T20:22:48Z,DAT,807,22.500000,253.840000,11,2026-03-25T20:22:18Z,DA,true,true,2026-03-25T20:22:48Z
863238070320272,W1T964231T0820965,VLSH13,COPILOTO,GV300W,7334,-24.255176,-69.052864,0,2026-03-26T09:47:01Z,DAT,7334,480.100000,4864.340000,0,2026-03-26T09:46:33Z,G9,true,true,2026-03-26T09:47:01Z
866314060265509,,,,GV58LAU,0,-33.565368,-70.778043,0,2026-03-26T09:06:42Z,RTL,,,,,,,true,true,2026-03-26T09:06:42Z
869671072171422,,,,GV300W,5434,-34.213146,-70.765914,0,2026-03-26T09:45:17Z,FRI,5434,174.130000,0.630000,0,2026-03-24T14:16:30Z,G9,true,true,2026-03-26T09:45:17Z
863457050243524,W1N0G1FB7MG000190,RSDP53,WICAR,GV300W,33851,-33.446538,-70.552956,0,2026-03-23T16:47:21Z,IGL,,,,,0001-01-01T00:00:00Z,,true,true,2026-03-23T16:47:21Z
866314060283916,JL5ASJ6A7SRK30830,RK30830,COPILOTO,GV58LAU,84,-33.297742,-70.751491,0,2026-03-12T20:42:42Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-03-12T20:42:42Z
863457051113650,,,,GV300W,69741,-33.610853,-71.455900,96,2026-03-26T09:49:24Z,SPD,,,,,,,true,true,2026-03-26T09:49:24Z
SY007CF0363H8,,,MACHINELINK,Small mining 4.0 protocol,,-27.418776,-70.356920,,,,,,,,,,true,true,2026-03-23T19:44:08Z
G969X9TCSC4X,9BM958154RB350882,TLWP46,PESCO RENTAL,PESCO RENTAL,,-37.098217,-72.560906,0,2026-03-20T14:30:58Z,DAT,59280,0.000000,0.000000,0,2026-03-20T14:30:58Z,PA,true,true,2026-03-20T14:30:58Z
863457050294246,WDDWF7HB0KF813187,LJPC12,WICAR,GV300W,5404,-33.344692,-70.500259,0,2026-03-26T09:05:48Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-03-26T09:05:48Z
863457050569860,,,,GV300W,39407,-37.457420,-72.314770,0,2026-03-26T09:10:33Z,FRI,,,,,,,true,true,2026-03-26T09:10:33Z
866314060321088,LSFAM11A9RA077701,LSFAM11A9RA077701,,GV58LAU,65939,-29.886770,-71.233119,0,2026-03-26T09:03:40Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-03-26T09:03:40Z
863457050583341,WDB932315FL952669,HKCX74,COPILOTO,GV300W,149711,-33.287050,-70.834484,8,2026-03-24T17:59:33Z,FRI,149854,11002.350000,127585.640000,0,2026-03-24T17:56:12Z,DA,true,true,2026-03-24T17:59:33Z
863457050269479,W1NFB5KB8NA606110,RPCF27,WICAR,GV300W,22906,-36.872842,-73.036957,0,2026-03-26T08:56:31Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-03-26T08:56:31Z
867162026442061,,,,GV300W,60707,-33.381055,-70.542809,0,2026-03-26T09:49:13Z,FRI,,,,,,,true,true,2026-03-26T09:49:13Z
G9EC0N5NVX0J,W1V907657SP677238,CNV-372,DIVEMOTOR,INTEGRATION,,-11.988827,-77.064758,0,2026-03-20T09:52:59Z,DAT,81533,0.000000,0.000000,0,2026-03-20T09:52:59Z,DA,true,true,2026-03-20T09:52:59Z
863457050268828,,,,GV300W,204074,-33.505449,-70.776612,0,2026-03-26T08:49:17Z,FRI,,,,,,,true,true,2026-03-26T08:49:17Z
863457051709317,,,,GV300W,30465,-33.559536,-70.795732,0,2026-03-26T08:52:29Z,FRI,,,,,,,true,true,2026-03-26T08:52:29Z
863457051694576,9BM958154PB284508,TDBY-68,COPILOTO,GV300W,10331,-23.455450,-68.809855,0,2026-03-25T21:53:18Z,BPL,11020,3021.850000,13427.490000,13,2026-03-25T21:37:57Z,G6,true,true,2026-03-25T21:53:18Z
867162029359650,,,,GV300W,36535,-33.404851,-70.558495,15,2026-03-24T17:30:38Z,IGF,,,,,,,true,true,2026-03-24T17:30:38Z
863457051709457,9BM951104RB332450,GWZJ16,COPILOTO,GV300W,65534,-33.527779,-70.740360,0,2026-03-26T08:56:24Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-03-26T08:56:24Z
869671070593247,9BM634074RB339780,339780,COPILOTO,GV300W,75872,-51.703697,-72.508995,0,2026-03-24T21:47:29Z,DAT,75872,1100.200000,21380.420000,0,2026-03-24T21:47:08Z,DA,true,true,2026-03-24T21:47:29Z
868589060380634,3AKJHPDV1PSUD5459,TZRW92,COPILOTO,GV300W,69464,-21.203507,-70.091892,54,2026-03-26T09:49:06Z,DAT,70794,1287.550000,24628.000000,54,2026-03-26T09:48:32Z,DB,true,true,2026-03-26T09:49:06Z
867162029440401,,,,GV300W,19572,-33.550672,-70.620051,0,2026-03-26T09:27:34Z,FRI,,,,,,,true,true,2026-03-26T09:27:34Z
863457050975067,W1N4N1FB8NJ415448,415448,WICAR,GV300W,37654,-41.314800,-72.986188,0,2026-03-26T09:22:49Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-03-26T09:22:49Z
867162029790201,WDF447603J3306800,JCKT95,COPILOTO,GV300W,163000,-33.462253,-70.716188,0,2026-03-26T09:17:57Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-03-26T09:17:57Z
866314061202196,W1NKJ8AB8RF211860,VFYJ58,WICAR,GV58LAU,10724,-33.251897,-70.621073,0,2026-03-26T09:36:28Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-03-26T09:36:28Z
867162029135175,3AKJHPDV8NSNH4808,RVYJ79,COPILOTO,GV300W,581305,-23.076343,-70.392198,0,2026-03-26T09:47:03Z,FRI,601358,10031.250000,214500.000000,0,2026-03-26T07:47:03Z,KA,true,true,2026-03-26T09:47:03Z
869671072167818,W1T963425TB420526,B420526,COPILOTO,GV300W,26347,-33.539100,-70.747596,0,2026-03-26T09:44:50Z,FRI,26347,663.300000,8550.400000,0,2026-03-26T02:53:23Z,G9,true,true,2026-03-26T09:44:50Z
863238070325800,W1T963425T0832440,TGXS30,COPILOTO,GV300W,58361,-38.848770,-72.618751,0,2026-03-26T09:46:27Z,FRI,58361,924.050000,16694.900000,0,2026-03-25T23:24:18Z,G9,true,true,2026-03-26T09:46:27Z
863457051128641,WDC1641861A670745,CZXH24,WICAR,GV300W,167126,-33.375767,-70.557457,41,2026-03-26T09:49:09Z,HBM,,,,,0001-01-01T00:00:00Z,,true,true,2026-03-26T09:49:09Z
863457051691895,W1T964231R0709565,TKLJ52,COPILOTO,GV300W,14961,-22.440606,-68.899896,0,2026-03-06T03:32:32Z,DAT,15851,2047.750000,12563.700000,0,2026-03-05T12:40:32Z,DA,true,true,2026-03-06T03:32:32Z
