IMEI,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
866314061253009,W1NKM0FB1SF328655,328655,WICAR,GV58LAU,5497,-34.591876,-58.422691,0,2026-02-11T09:37:24Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-11T09:37:24Z
869671072168188,W1V907657SP831223,VFYD57,COPILOTO,GV300W,0,-22.448095,-68.930381,0,2026-02-11T09:35:42Z,FRI,1431,97.530000,0.000000,0,2025-10-24T15:57:21Z,G9,true,true,2026-02-11T09:35:42Z
863457052208095,3AKJHPDV5PSUD5559,UD5559,COPILOTO,GV300W,113655,-35.520435,-71.675512,0,2026-02-11T09:07:35Z,FRI,116287,2859.300000,45891.500000,0,2026-02-11T08:07:32Z,KA,true,true,2026-02-11T09:07:35Z
866314062239114,W1NWH5AB1SX062560,062560,WICAR,GV58LAU,1889,-33.416240,-70.591317,7,2026-02-02T14:53:26Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-02T14:53:26Z
866314062164916,W1NKM0FB5SF373467,373467,WICAR,GV58LAU,37,-36.633344,-72.192058,0,2025-12-24T15:06:11Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2025-12-24T15:06:11Z
863457050645710,W1T964231P0604607,SKPD28,COPILOTO,GV300W,73508,-23.766161,-70.304313,0,2026-02-09T21:35:49Z,FRI,60679,3762.350000,36341.550000,68,2026-01-28T20:02:38Z,KA,true,true,2026-02-09T21:35:49Z
867162029805108,,,,GV300W,74443,-33.406157,-70.793452,0,2026-02-10T16:15:30Z,FRI,,,,,,,true,true,2026-02-10T16:15:30Z
866314061287312,LSFAM11A4RA082255,TZLR19,WICAR,GV58LAU,4257,-20.290010,-70.125784,0,2026-01-23T11:51:34Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-23T11:51:34Z
867162029129947,WDCYC6AH9LX336169,LYHY94,WICAR,GV300W,33096,-39.296842,-72.169863,0,2026-02-11T09:32:55Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-11T09:32:55Z
867162029194057,,,,GV300W,165342,-33.573628,-70.576001,0,2026-02-11T09:03:21Z,FRI,,,,,,,true,true,2026-02-11T09:03:21Z
863457051042479,W1T963403P0605369,605369,COPILOTO,GV300W,475914,-22.347026,-69.654478,0,2026-02-11T08:40:36Z,DAT,490310,11521.600000,153483.900000,0,2026-02-11T07:40:36Z,KA,true,true,2026-02-11T08:40:36Z
863238070323011,WDB963403K0285452,LBCX97,COPILOTO,GV300W,814400,-36.632991,-72.190895,0,2026-02-11T09:36:21Z,FRI,814400,12553.900000,251455.640000,0,2026-02-10T20:43:40Z,G9,true,true,2026-02-11T09:36:21Z
866314061333439,9BM958166SB395954,B395954,COPILOTO,GV58LAU,40216,-40.687371,-73.024931,0,2026-02-10T20:57:38Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-10T20:57:38Z
863238070324548,9BM958264SB395979,B395979,COPILOTO,GV300W,4229,-31.902853,-70.780891,0,2025-12-20T20:30:48Z,DAT,4229,110.780000,1109.570000,0,2025-12-20T20:08:23Z,G9,true,true,2025-12-20T20:30:48Z
867162029801214,W1T964231N0509370,PYRT19,COPILOTO,GV300W,57598,-34.085352,-70.374849,0,2026-02-08T15:28:15Z,FRI,67873,6708.850000,86953.900000,0,2026-02-08T15:22:46Z,G5,true,true,2026-02-08T15:28:15Z
G9N56ETCKV37,W1FKHLAD0R0715995,W1FKHLAD0R0715995,DIVEMOTOR,INTEGRATION,,-6.716498,-79.896561,0,2026-02-09T20:42:20Z,DAT,21674,0.000000,9960.000000,0,2026-02-09T20:10:11Z,FI,true,true,2026-02-09T20:42:20Z
866314060160049,W1K3F5EB0SN341378,TKDC46,WICAR,GV58LAU,9406,-33.737637,-70.716305,0,2026-01-19T23:18:29Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-19T23:18:29Z
863457050154796,,,,GV300W,62372,-33.372661,-70.522128,6,2026-02-10T22:10:31Z,IGF,,,,,,,true,true,2026-02-10T22:10:31Z
867162029761426,WDDZF4JB5HA166927,JKVV30,WICAR,GV300W,45397,-33.046713,-71.458114,0,2026-02-08T23:17:16Z,GSS,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-08T23:17:16Z
G9B0BR957VRV,9BVXG20D6RE940012,BWL-710,DIVEMOTOR,INTEGRATION,,-9.094146,-75.739716,3,2026-02-09T20:43:17Z,DAT,150859,0.000000,0.000000,3,2026-02-09T20:43:17Z,DA,true,true,2026-02-09T20:43:17Z
863457050021607,3AKJHPDVXLSME0234,KCBV18,COPILOTO,GV300W,494368,-28.574251,-70.794090,0,2026-02-11T08:42:54Z,ERI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-11T08:42:54Z
G9K55TEMJB2P,8AC907645RE257056,T7S-035,DIVEMOTOR,INTEGRATION,,-6.981099,-78.548645,30,2026-02-09T16:47:03Z,DAT,32264,1600.300000,0.000000,30,2026-02-09T16:47:03Z,DA,true,true,2026-02-09T16:47:03Z
863457050129582,,,,GV300W,,-27.352054,-70.350618,0,2026-02-11T08:00:54Z,GSS,,,,,,,true,true,2026-02-11T08:00:54Z
863457051081063,LSFAM11A0PA083531,083531,WICAR,GV300W,35719,-39.550075,-72.965731,0,2025-12-16T13:50:03Z,GSS,,,,,0001-01-01T00:00:00Z,,true,true,2025-12-16T13:50:03Z
869671072163981,,,,GV300W,5478,-53.139259,-70.898971,0,2026-02-11T09:35:01Z,FRI,5478,154.540000,0.100000,0,2026-02-10T15:26:15Z,G9,true,true,2026-02-11T09:35:01Z
G938BNP8FB50,9BM634074SB369435,CPG-204,DIVEMOTOR,INTEGRATION,,-15.364463,-75.164208,0,2026-02-10T00:32:56Z,DAT,307326,6673.500000,68465.000000,0,2026-02-10T00:32:56Z,DA,true,true,2026-02-10T00:32:56Z
863457050641115,W1K3F8HB6PN297259,SJLZ14,WICAR,GV300W,33762,-33.429651,-70.568623,2,2026-02-09T22:52:00Z,IGF,22578,,,,0001-01-01T00:00:00Z,,true,true,2026-02-09T22:52:00Z
863457051738514,W1K3F5BB8PN303148,02-36988,COPILOTO,GV300W,6327,-33.454067,-70.616788,0,2026-02-08T19:21:33Z,IGF,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-08T19:21:33Z
863457051684213,W1T964026R0663596,663596,COPILOTO,GV300W,140193,-45.505856,-72.113158,0,2026-02-11T08:56:00Z,FRI,147078,3419.750000,43460.080000,6,2026-02-11T06:56:00Z,KA,true,true,2026-02-11T08:56:00Z
863457050657889,9BM958264PB295704,SSHF57,COPILOTO,GV300W,52679,-33.644976,-71.574568,0,2026-02-10T22:27:44Z,BPL,54622,5835.560000,35132.150000,0,2026-02-10T22:01:44Z,G9,true,true,2026-02-10T22:27:44Z
866314061268312,9BM958174SB383538,B383538,COPILOTO,GV58LAU,12461,-18.461390,-70.295108,15,2026-02-10T15:34:14Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-10T15:34:14Z
863238070325982,W1T964231T0820396,VPGK55,COPILOTO,GV300W,2612,0.000000,0.000000,0,2026-02-11T09:35:16Z,FRI,2612,76.050000,976.740000,0,2026-02-10T18:27:07Z,G9,true,true,2026-02-11T09:35:16Z
869671070595267,W1V907645SP724009,P724009,COPILOTO,GV300W,198,-27.397821,-70.344512,17990,2026-02-11T03:05:17Z,FRI,986,,0.000000,0,2025-04-17T09:08:06Z,DB,true,true,2026-02-11T03:05:17Z
869671070577653,JL6BHG6A5SK000262,K000262,COPILOTO,GV300W,777,-40.331623,-72.393562,19,2025-09-06T16:12:57Z,DAT,777,65.750000,159.500000,19,2025-09-06T16:12:55Z,DA,true,true,2025-09-06T16:12:57Z
863457051689154,W1KAF4CB2RF128571,TBYP59,WICAR,GV300W,22209,-33.665044,-71.630736,0,2026-02-11T01:30:19Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-11T01:30:19Z
863457051126785,W1KAF4CB2PF065582,SPYS79,COPILOTO,GV300W,56574,-33.210934,-70.725926,0,2026-02-11T08:42:45Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-11T08:42:45Z
863457051713889,WDB964016L0348323,LGYL42,COPILOTO,GV300W,743601,-38.189742,-72.986310,0,2026-02-11T09:07:45Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-11T09:07:45Z
869671070598121,W1T964231S0787415,0787415,COPILOTO,GV300W,859,-33.553062,-70.745819,0,2026-01-27T12:58:54Z,DAT,859,38.750000,314.730000,0,2026-01-27T12:58:29Z,G9,true,true,2026-01-27T12:58:54Z
863457050656436,JL6CLH6A8PK002202,002202,COPILOTO,GV300W,105283,-35.386162,-71.615934,0,2026-02-05T19:08:02Z,BPL,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-05T19:08:02Z
868589060682815,9BM958154SB372027,B372027,COPILOTO,GV300W,41705,-33.679035,-71.209152,0,2026-02-11T05:23:43Z,DAT,42805,1250.870000,5618.700000,0,2026-02-11T04:23:42Z,KA,true,true,2026-02-11T05:23:43Z
863457050607678,W1T964231P0599105,SKDS55,COPILOTO,GV300W,162400,-23.791783,-70.317755,0,2026-02-10T20:54:40Z,BPL,1392,34.850000,468.910000,3,2026-02-10T18:28:43Z,KA,true,true,2026-02-10T20:54:40Z
869671070580962,3ALHG3DV3TDWN2276,DWN2276,COPILOTO,GV300W,0,-33.339527,-70.725395,0,2026-01-20T16:56:34Z,FRI,748,24.700000,229.500000,0,2025-08-11T13:38:51Z,G9,true,true,2026-01-20T16:56:34Z
863238070318979,,,,,15292,-20.826520,-68.641098,0,2026-02-11T09:39:44Z,FRI,15292,413.400000,5790.240000,0,2026-02-11T01:03:00Z,G9,true,true,2026-02-11T09:39:44Z
867162029772753,,,,GV300W,47885,-31.518868,-71.569457,0,2026-02-11T09:15:11Z,FRI,,,,,,,true,true,2026-02-11T09:15:11Z
863457051064473,W1KZH1HB5NB082028,SLPZ36,WICAR,GV300W,31209,-39.842826,-73.239744,0,2026-02-11T03:49:29Z,GSS,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-11T03:49:29Z
863457050284395,W1N4N8HB8NJ346976,RRRJ47,WICAR,GV300W,55731,-32.978927,-71.536309,0,2026-02-11T09:31:47Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-11T09:31:47Z
SY021CFW082S8,,,MACHINELINK,Huaxing Cloud Medium Excavator 4.0 Protocol,,30.903517,121.838776,,,,,,,,,,true,true,2025-12-18T05:49:17Z
863457051071106,W1KAF4CBXPF065765,SWLL38,COPILOTO,GV300W,51045,-33.328032,-70.511020,0,2026-02-11T09:15:01Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-11T09:15:01Z
869671070589948,9BM958441PB315335,B315335,COPILOTO,GV300W,0,-33.962478,-70.693328,0,2026-02-11T09:39:08Z,FRI,8362,190.240000,2347.230000,0,2026-02-06T14:56:32Z,G9,true,true,2026-02-11T09:39:08Z
866314061240899,W1V907657SP778060,VDFT63,COPILOTO,GV58LAU,4985,-32.849017,-70.590093,44,2026-02-11T09:39:53Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-11T09:39:53Z
G9X4C2TCUZ8K,W1FKHLAD2S0755470,W1FKHLAD2S0755470,DIVEMOTOR,INTEGRATION,,-8.056248,-79.117607,8,2026-02-09T16:47:03Z,DAT,3188,0.000000,1940.000000,8,2026-02-09T16:47:03Z,DA,true,true,2026-02-09T16:47:03Z
863457051691895,W1T964231R0709565,TKLJ52,COPILOTO,GV300W,14786,-22.932429,-69.089420,0,2026-02-10T16:02:11Z,BPL,15692,2023.900000,12447.580000,0,2026-02-10T12:46:56Z,G8,true,true,2026-02-10T16:02:11Z
863457051731782,W1T964231R0674591,TCSL67,COPILOTO,GV300W,0,-22.952970,-69.370867,0,2026-01-28T23:40:24Z,IGL,26773,3615.650000,22561.710000,0,2026-01-28T23:39:25Z,DB,true,true,2026-01-28T23:40:24Z
866314061263602,W1NFB3DB2RB078274,TZLX52,WICAR,GV58LAU,12599,-33.377253,-70.574915,19,2025-12-31T02:52:54Z,IGF,,,,,0001-01-01T00:00:00Z,,true,true,2025-12-31T02:52:54Z
