IMEI,installation_date,uninstallation_date,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
866314062166689,,,9BM951511TB451095,451095,COPILOTO,GV58LAU,4807,-40.313428,-73.024349,0,2026-08-12T09:24:42Z,HBD,,,,,,,true,false,2026-08-12T09:51:17Z
863457051077491,,,W1NKM0FBXPF004076,SWXD91,WICAR,GV300W,24065,-33.412826,-70.593430,0,2026-08-12T08:21:21Z,HBD,,,,,,,true,false,2026-08-12T09:49:36Z
866314061231633,2024-08-09T15:36:37Z,,LSFAM11H3RA069302,TPSP50,COPILOTO,GV58LAU,47892,-33.425289,-70.611737,0,2026-08-06T16:31:48Z,HBD,,,,,,,true,false,2026-08-12T09:51:01Z
DIMO996453415,,,5NMJFCAE1NH093214,093214,,,,37.319645,-121.946408,,,,31454,,,13,,,true,true,2026-04-09T19:09:34Z
863457050138773,,,WDDWJ8DBXKF762579,LGZT21,WICAR,GV300W,27769,-23.711707,-70.428907,0,2026-08-12T08:00:55Z,HBD,,,,,,,true,false,2026-08-12T09:50:35Z
G97YF98T3FYP,,,W1F9HPAD7T0808557,CDH-839,DIVEMOTOR,INTEGRATION,,-11.943445,-77.113731,0,2026-08-12T00:31:23Z,DAT,82923,2815.700000,42827.000000,0,2026-08-12T00:31:23Z,DB,true,true,2026-08-12T00:31:23Z
867162029809522,,,WDDWF4AB5JF689697,KKCZ17,WICAR,GV300W,103928,-33.457832,-70.819455,0,2026-08-12T06:56:20Z,HBD,,,,,,,true,false,2026-08-12T09:51:00Z
863457050581626,2022-11-25T15:59:49Z,,9BM958260PB287514,287514,COPILOTO,GV300W,47559,-29.880999,-70.880892,0,2026-07-28T04:00:16Z,INF,93579,10073.470000,79684.100000,0,2026-07-28T02:00:13Z,KA,true,true,2026-07-28T04:30:29Z
863457050223211,,,W1V447603N3987588,SJLY79,COPILOTO,GV300W,116664,-22.433384,-68.913257,0,2026-08-11T19:14:32Z,PFA,,,,,,,true,false,2026-08-12T02:58:07Z
G9J31RP13FT3,,,W1F9HPAD3R0695053,CEL-821,DIVEMOTOR,INTEGRATION,,-5.278316,-80.613098,0,2026-08-11T00:46:27Z,DAT,67467,2011.800000,25333.000000,0,2026-08-11T00:46:27Z,DA,true,true,2026-08-11T00:46:27Z
