IMEI,installation_date,uninstallation_date,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
863457050268935,,,WDC0J0FBXKF636599,LTLT86,WICAR,GV300W,116981,-36.761969,-73.085841,5,2026-08-13T03:01:56Z,HBD,,,,,,,true,false,2026-08-13T09:49:23Z
868589060174334,2024-07-15T21:56:32Z,,W1T964416R0667184,TPRG80,COPILOTO,GV300W,16221,-24.246803,-69.049591,0,2026-08-13T09:27:42Z,HBD,17301,2057.750000,15458.550000,0,2026-08-13T07:33:37Z,KA,true,true,2026-08-13T09:48:06Z
863457051069720,2023-06-28T17:06:12Z,,W1T964230R0668558,668558,COPILOTO,GV300W,48351,-23.025899,-69.558729,88,2026-08-04T17:36:36Z,INF,50115,3358.650000,27602.030000,92,2026-08-04T17:36:21Z,DB,true,true,2026-08-04T18:23:24Z
869671072167248,,,9BM951501TB432961,VLPH85,COPILOTO,GV300W,51126,-33.526985,-70.748062,0,2026-08-13T09:50:37Z,FRI,51126,2213.650000,12485.730000,0,2026-08-13T01:03:51Z,G5,true,true,2026-08-13T09:50:37Z
866314062190432,,,LSFAM11A0TA043413,043413,WICAR,GV58LAU,1924,-33.774243,-70.744615,0,2026-08-13T09:20:15Z,HBD,,,,,,,true,false,2026-08-13T09:48:35Z
G9X4H29CNKD5,,,W1F9HPAD0T0815947,VED-846,DIVEMOTOR,INTEGRATION,,-11.923567,-77.129959,0,2026-08-13T07:01:05Z,DAT,68291,1779.900000,23238.000000,0,2026-08-13T07:01:05Z,DB,true,true,2026-08-13T07:01:05Z
863457050614237,2023-02-28T13:06:44Z,,W1T963424P0587704,SWGY23,COPILOTO,GV300W,275054,-35.603677,-71.706356,0,2025-08-19T19:30:48Z,FRI,,,,,,KA,true,true,2025-08-19T19:30:48Z
866314062295538,2026-01-22T00:00:00Z,,W1NKM5BB7TU115497,115497,WICAR,GV58LAU,6024,-33.396180,-70.589976,0,2026-08-13T02:08:54Z,HBD,,,,,,,true,false,2026-08-13T09:51:20Z
863457050967320,2022-08-26T17:49:51Z,,9BFZB55U6L8808701,PCDG95,COPILOTO,GV300W,54850,-23.696922,-70.408050,0,2026-03-05T03:16:18Z,FRI,,,,,,,true,false,2026-03-05T03:16:18Z
863457051063079,2023-05-12T13:19:12Z,,W1T964026R0665313,665313,COPILOTO,GV300W,306767,-37.435769,-72.313196,0,2026-08-13T09:31:52Z,HBD,,,,,2026-08-13T08:31:52Z,KA,true,true,2026-08-13T09:46:57Z
866314061278766,,,9BM968403TB421843,421843,COPILOTO,GV58LAU,79317,-34.429174,-71.081261,0,2026-08-13T09:27:34Z,HBD,,,,,,,true,false,2026-08-13T09:50:30Z
867162029793320,2022-06-09T16:38:05Z,,3AKJHPDV8NSNJ2846,RTLJ95,COPILOTO,GV300W,354724,-23.079470,-70.382859,0,2026-08-13T03:30:41Z,INF,361060,7419.300000,140357.500000,0,2026-08-13T02:30:38Z,KA,true,true,2026-08-13T08:47:28Z
863457051708434,2023-12-21T12:32:44Z,,W1T964231R0709914,TDYW17,COPILOTO,GV300W,33441,-22.437128,-68.858384,0,2025-09-25T22:09:27Z,FRI,34477,1969.000000,19661.510000,0,2025-09-25T18:45:57Z,G5,true,true,2025-09-25T22:09:27Z
863238071587291,,,W1T963403T0853901,853901,COPILOTO,GV300W,41927,-22.098659,-70.210678,0,2026-08-11T19:43:57Z,DAT,2200,39.650000,409.800000,10,2026-04-13T17:12:36Z,DB,true,true,2026-08-11T19:43:57Z
867162027612555,2020-02-22T03:00:00Z,,3AKJHPDV7KSKR7990,LTJH30,COPILOTO,GV300W,593730,-21.925783,-70.167346,41,2026-08-13T04:24:45Z,INF,,,,,2026-08-12T17:45:35Z,KA,true,true,2026-08-13T04:31:41Z
866314060328539,2025-02-11T02:10:07Z,,JL5ASJ6A2SRK30962,RK30962,COPILOTO,GV58LAU,64829,-36.423211,-71.984532,0,2026-08-10T23:07:01Z,HBD,,,,,,,true,false,2026-08-11T13:04:57Z
G9D1TFVHD21E,,,W1FKHLAD0R0677569,BWX-863,DIVEMOTOR,INTEGRATION,,-12.023027,-75.232193,0,2026-06-17T04:04:01Z,DAT,62724,4379.000000,44371.000000,0,2026-06-17T04:04:01Z,DB,true,true,2026-06-17T04:04:01Z
863238070319514,2025-06-27T20:43:40Z,,JL6CJH6A3TK000051,TK000051,COPILOTO,GV300W,23261,-23.768125,-70.304061,0,2026-08-12T23:03:42Z,DAT,23261,581.500000,3732.000000,0,2026-08-12T23:03:28Z,FA,true,true,2026-08-12T23:03:42Z
863457050648474,,,WDC0J1FBXLF683395,LKKX98,WICAR,GV300W,12245,-33.363334,-70.518010,15,2026-08-11T21:20:49Z,HBD,,,,,,,true,false,2026-08-13T09:50:52Z
866314061268577,,,W1NKM5BBXSU087791,VDLW31,WICAR,GV58LAU,6549,-33.326101,-70.534968,0,2026-08-13T09:22:26Z,HBD,,,,,,,true,false,2026-08-13T09:47:40Z
863457051680997,2023-11-16T16:33:11Z,,W1NKJ5BB5RF067407,03-38165,COPILOTO,GV300W,27509,-33.585044,-70.402726,0,2026-08-10T22:47:18Z,HBD,10418,,,,,,true,true,2026-08-13T09:50:53Z
869671070592702,2024-10-15T11:22:33Z,,3ALHG3DV6RDUX3674,TVHT33,COPILOTO,GV300W,9012,-24.246435,-69.051193,0,2026-08-09T22:21:15Z,DAT,9012,772.250000,14817.500000,0,2026-08-09T22:20:52Z,FI,true,true,2026-08-09T22:21:15Z
GA0CDH9F8UP1,,,3AKJHPDV9VSWZ1267,3AKJHPDV9VSWZ1267,DIVEMOTOR,INTEGRATION,,-8.062881,-79.064178,0,2026-05-18T13:22:14Z,DAT,1475,39.100000,328.000000,0,2026-05-18T13:22:14Z,DB,true,true,2026-05-18T13:22:14Z
G9EJRW4E75R5,,,W1FKHLAD7S0775214,W1FKHLAD7S0775214,DIVEMOTOR,INTEGRATION,,-8.061011,-79.048172,0,2026-08-11T18:17:05Z,DAT,12983,871.300000,7895.000000,0,2026-08-11T18:17:05Z,DB,true,true,2026-08-11T18:17:05Z
863457050250719,,,WDCED2EB3HA067983,JJYW54,WICAR,GV300W,35343,-23.659944,-70.400824,0,2026-08-12T22:32:52Z,HBD,,,,,,,true,false,2026-08-13T01:56:45Z
