IMEI,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
863457050268562,WDD2040771F223749,BSGC86,WICAR,GV300W,182085,-34.171611,-70.724598,0,2026-02-05T07:19:07Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-05T07:19:07Z
863457051713269,W1NYC6AJ3PX478430,478430,WICAR,GV300W,38476,-30.247077,-71.460508,76,2026-02-05T23:33:55Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-05T23:33:55Z
869671070579808,W1T963414SB401140,B401140,COPILOTO,GV300W,10644,-27.418708,-70.357330,0,2026-02-03T20:34:44Z,DAT,10644,633.600000,6300.800000,0,2026-02-03T20:34:23Z,FC,true,true,2026-02-03T20:34:44Z
867162029182870,WDCTG4DB2LJ665602,PHLV93,WICAR,GV300W,71680,-36.908535,-71.420502,0,2026-02-06T09:01:55Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-06T09:01:55Z
863457050288834,,,,GV300W,59881,-35.056922,-71.269376,0,2026-02-06T09:01:37Z,FRI,,,,,,,true,true,2026-02-06T09:01:37Z
863457050123098,,,,GV300W,87961,-34.648981,-71.753751,0,2026-02-06T09:04:40Z,FRI,,,,,,,true,true,2026-02-06T09:04:40Z
867162029187333,,,,GV300W,85507,-32.687481,-70.732481,0,2026-02-06T09:14:26Z,FRI,,,,,,,true,true,2026-02-06T09:14:26Z
SW9763CDM0108,,,MACHINELINK,Loader 4.0 Protocol,0,-37.453189,-72.327641,0,,,0,,,,,,true,true,2026-01-28T19:29:28Z
867162029805231,WDB963424K0313590,LRGL90,COPILOTO,GV300W,422506,-33.514562,-70.701183,85,2026-02-06T09:31:13Z,DAT,957076,15277.350000,378977.030000,84,2026-02-06T09:30:43Z,DA,true,true,2026-02-06T09:31:13Z
869671070586381,W1T964231S0784147,0784147,COPILOTO,GV300W,30247,-24.202724,-69.074447,0,2026-02-06T09:31:04Z,FRI,30247,2496.100000,28968.450000,0,2026-02-06T09:25:46Z,G9,true,true,2026-02-06T09:31:04Z
866314060277157,JL6BHG6A3RK004742,004742,COPILOTO,GV58LAU,286635,-33.507535,-70.990471,0,2026-02-06T08:58:33Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-06T08:58:33Z
867162029810090,WDC0G0FB1KF481147,KTKG80,WICAR,GV300W,93476,-33.395902,-70.560560,3,2026-01-28T22:07:29Z,IGF,80061,,,,0001-01-01T00:00:00Z,,true,true,2026-01-28T22:07:29Z
863457051695623,,,,GV300W,61324,-30.021184,-71.204354,0,2026-02-06T08:43:33Z,FRI,,,,,,,true,true,2026-02-06T08:43:33Z
863457050278249,WDCDA0EB7GA724064,JDRC85,WICAR,GV300W,125517,-32.623127,-71.424917,0,2026-02-06T08:42:40Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-06T08:42:40Z
863457050658267,,,,GV300W,124031,-27.388905,-70.326638,2,2026-02-06T01:47:24Z,IGL,,,,,,,true,true,2026-02-06T01:47:24Z
867162027204577,3AKJGHDV8KSKL0467,LHDV24,COPILOTO,GV300W,418722,-23.769968,-70.306451,0,2026-02-06T09:13:15Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-06T09:13:15Z
863457050640984,9BM958154PB264441,264441,COPILOTO,GV300W,67320,-35.440689,-71.682145,0,2026-02-06T09:25:34Z,FRI,69376,2253.660000,10047.830000,0,2026-02-06T09:21:34Z,G9,true,true,2026-02-06T09:25:34Z
863457050148376,W1KWF8AB0MR620975,RRHF17,WICAR,GV300W,38864,-36.866977,-73.073274,5,2026-02-05T21:02:28Z,IGL,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-05T21:02:28Z
863457050592755,W1N4M8HB5NW231130,SBVS75,COPILOTO,GV300W,29535,-32.851901,-71.250317,0,2026-01-20T14:11:43Z,IGL,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-20T14:11:43Z
863457050139524,,,,GV300W,52486,-32.941995,-71.532692,11,2026-02-05T21:04:55Z,IGF,,,,,,,true,true,2026-02-05T21:04:55Z
863238070321569,9BM634016TB406867,B406867,COPILOTO,GV300W,3239,-33.540584,-70.709701,0,2026-01-28T20:33:55Z,DAT,3239,92.000000,857.920000,0,2026-01-28T20:33:34Z,G9,true,true,2026-01-28T20:33:55Z
866314061259949,9BM951501TB428256,B428256,COPILOTO,GV58LAU,1281,-36.642393,-72.083934,0,2026-02-05T20:06:28Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-05T20:06:28Z
863457050296563,WDDWF4AB9JF691128,KKLV73,WICAR,GV300W,23215,-33.443961,-70.540468,0,2026-02-06T08:56:12Z,GSS,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-06T08:56:12Z
863457051074365,LSFAM11A0NA100129,100129,WICAR,GV300W,70943,-34.175445,-70.684757,0,2026-02-05T13:34:54Z,GSS,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-05T13:34:54Z
867162027827781,9BM958434NB221547,RHKC87,COPILOTO,GV300W,322352,-37.195289,-73.203205,0,2026-02-06T08:31:39Z,DAT,332564,5799.020000,105994.590000,0,2026-02-06T07:31:39Z,KA,true,true,2026-02-06T08:31:39Z
G935ER7XBR0Y,W1FNHLAD7R0716672,BZT-757,DIVEMOTOR,INTEGRATION,,-9.862628,-77.404251,42,2026-02-02T14:13:59Z,DAT,99978,4176.300000,63575.000000,42,2026-02-02T14:13:59Z,DA,true,true,2026-02-02T14:13:59Z
863457050249398,WDCED5GB6HA058113,JHLJ13,WICAR,GV300W,45441,-38.733014,-72.643217,0,2026-02-06T08:34:43Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-06T08:34:43Z
867162029763885,,,,GV300W,129545,-35.964903,-72.318958,0,2026-02-06T09:27:23Z,FRI,,,,,,,true,true,2026-02-06T09:27:23Z
863457051689444,8AC907645RE232279,232279,WICAR,GV300W,234674,-20.291988,-70.124986,0,2026-02-06T08:53:59Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-06T08:53:59Z
866314061234876,,,,GV58LAU,4511,-37.675150,-72.586807,0,2026-02-06T09:10:08Z,FRI,,,,,,,true,true,2026-02-06T09:10:08Z
863457050115789,W1N4N1FB4MJ291693,RFKP92,WICAR,GV300W,42618,-33.355747,-70.523710,4,2026-02-06T01:43:18Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-06T01:43:18Z
863457051692760,3AKJHPDV9PSUD5421,UD5421,COPILOTO,GV300W,101745,-26.391052,-70.040354,0,2026-02-06T09:26:54Z,FRI,102356,2850.500000,40043.500000,0,2026-02-06T07:26:53Z,KA,true,true,2026-02-06T09:26:54Z
863457050629284,,,,GV300W,103644,-34.153720,-70.758381,0,2026-02-06T08:57:58Z,FRI,,,,,,,true,true,2026-02-06T08:57:58Z
863457051075818,9BM958260PB319096,319096,COPILOTO,GV300W,22146,-40.954707,-72.894014,6,2026-02-05T21:25:29Z,DAT,23955,2798.040000,12881.100000,6,2026-02-05T21:25:09Z,DB,true,true,2026-02-05T21:25:29Z
869671070584519,W1T963403R0740075,0740075,COPILOTO,GV300W,65556,-39.544784,-72.880783,0,2026-02-06T09:28:31Z,FRI,65556,1071.350000,21551.100000,0,2026-02-06T04:27:16Z,G9,true,true,2026-02-06T09:28:31Z
867162029081700,WDF470231LG031247,LWGB56,WICAR,GV300W,81640,-33.337729,-70.550221,0,2026-02-06T09:29:58Z,GSS,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-06T09:29:58Z
868589060261180,9BM634016RB345613,TJVR23,COPILOTO,GV300W,0,-23.510759,-70.400063,0,2026-02-05T16:48:16Z,BPL,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-05T16:48:16Z
G9F2XMHB64A8,3AKJHPDV6SSWC5590,TEU-909,DIVEMOTOR,INTEGRATION,,-12.052193,-77.099045,0,2026-02-02T14:28:37Z,DAT,59636,1643.500000,22476.000000,0,2026-02-02T14:28:37Z,DA,true,true,2026-02-02T14:28:37Z
863457050235926,,,,GV300W,71015,-32.977316,-71.312445,0,2026-02-06T08:44:39Z,FRI,,,,,,,true,true,2026-02-06T08:44:39Z
864802031046794,,,,GV75W,0,-22.480167,-68.909707,0,2026-02-06T09:26:40Z,FRI,,,,,,,true,true,2026-02-06T09:26:40Z
G9P5ECTZ9WKD,W1FNHLAD4S0769884,VDU-803,DIVEMOTOR,INTEGRATION,,-16.423244,-71.573036,0,2026-01-23T15:40:14Z,DAT,7690,322.400000,7178.000000,0,2026-01-23T15:40:14Z,DA,true,true,2026-01-23T15:40:14Z
863457050625811,W1T964231P0611159,SKJX.22,COPILOTO,GV300W,106395,-33.542971,-70.685023,0,2026-02-06T08:46:50Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-06T08:46:50Z
G9RD3TVAY0WM,W1FKHLADXP0575192,BSA-851,DIVEMOTOR,INTEGRATION,,-11.005620,-76.411385,0,2026-02-02T02:44:11Z,DAT,58919,12000.100000,79816.000000,0,2026-02-02T02:44:11Z,DA,true,true,2026-02-02T02:44:11Z
866314061268601,9BM968403TB430799,430799,COPILOTO,GV58LAU,10777,-33.463820,-70.716143,0,2026-02-04T13:53:25Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-04T13:53:25Z
868589060159079,W1T963425PB295215,295215,COPILOTO,GV300W,242207,-33.120134,-71.562008,0,2025-10-03T18:10:28Z,BPL,,,,,,,true,true,2025-10-03T18:10:28Z
866314061969992,,,,,4620,-33.544794,-70.717096,0,2026-02-06T09:02:33Z,FRI,,,,,,,true,true,2026-02-06T09:02:33Z
866314061237937,,,,GV58LAU,12348,-33.395332,-70.613143,0,2026-02-04T06:23:20Z,FRI,,,,,,,true,true,2026-02-04T06:23:20Z
866314062221344,,,,GV58LAU,4236,-33.544768,-70.715252,0,2026-02-06T09:00:11Z,FRI,,,,,,,true,true,2026-02-06T09:00:11Z
866314061264121,W1NKM5BB6SU087691,087691,WICAR,GV58LAU,10232,-34.202560,-70.666231,0,2026-02-06T09:11:45Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-06T09:11:45Z
863457050246303,,,,GV300W,96753,-33.268262,-70.778826,0,2026-02-06T09:29:59Z,FRI,,,,,,,true,true,2026-02-06T09:29:59Z
866314061285944,W1NFD0KB7SB272557,VDLV23,COPILOTO,GV58LAU,1419,-30.304600,-71.556328,0,2026-02-06T08:32:29Z,FRI,1388,,,0,0001-01-01T00:00:00Z,,true,true,2026-02-06T08:32:29Z
G94P4WACFMFA,W1FKHLAD2R0734869,EAM-053,DIVEMOTOR,INTEGRATION,,-11.772230,-77.172592,0,2026-02-03T00:51:11Z,DAT,16643,961.500000,7773.000000,0,2026-02-03T00:51:11Z,DA,true,true,2026-02-03T00:51:11Z
866314062324999,LSH14J7C3SA063282,063282,WICAR,GV58LAU,4240,-33.454625,-70.672841,0,2026-02-06T09:26:39Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-06T09:26:39Z
869671070589138,JL6AFC6A7RK005323,K005323,COPILOTO,GV300W,1869,-20.276601,-70.090438,0,2026-01-27T02:08:36Z,FRI,1869,140.150000,441.500000,0,2026-01-26T21:47:28Z,G9,true,true,2026-01-27T02:08:36Z
869671070580053,,,,,0,-33.527927,-70.724983,0,2026-02-06T09:30:25Z,FRI,,,,,,,true,true,2026-02-06T09:30:25Z
867162029806866,,,,GV300W,151027,-33.410808,-70.547649,0,2026-02-06T09:07:44Z,GSS,,,,,,,true,true,2026-02-06T09:07:44Z
