IMEI,installation_date,uninstallation_date,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
863457052208814,2024-01-08T14:23:34Z,,W1T964231RB323312,323312,COPILOTO,GV300W,54665,-30.258118,-71.083417,0,2026-08-16T07:59:32Z,HBD,57863,9042.600000,63675.440000,0,2026-08-16T00:58:15Z,KA,true,true,2026-08-16T09:10:03Z
G92XETJVJN27,,,W1FNHLAD4T0811116,W1FNHLAD4T0811116,DIVEMOTOR,INTEGRATION,,-16.995911,-71.729225,3,2026-08-06T07:57:46Z,DAT,42916,0.000000,38935.000000,3,2026-08-06T07:57:46Z,DB,true,true,2026-08-06T07:57:46Z
866314060278494,2024-01-17T14:27:32Z,,LSFAM11A4PA083127,083127,WICAR,GV58LAU,0,-23.086592,-70.407634,0,2026-08-15T20:56:41Z,HBD,,,,,,,true,false,2026-08-16T09:09:29Z
863457050224300,,,W1NFB2DB7NA625131,625131,WICAR,GV300W,26404,-32.888501,-70.657215,0,2026-08-16T08:43:47Z,HBD,,,,,,,true,false,2026-08-16T09:12:40Z
869671070591589,2025-04-24T13:51:13Z,,3ALHG3DV7SDVS8882,DVS8882,COPILOTO,GV300W,9061,-27.418802,-70.356338,0,2026-08-16T09:12:59Z,FRI,9060,513.750000,5714.500000,0,2026-08-14T21:30:37Z,G9,true,true,2026-08-16T09:12:59Z
869671070578073,2025-01-02T13:22:19Z,,W1T964231S0770555,VRXY43,COPILOTO,GV300W,43267,-23.592638,-70.386940,0,2026-08-14T15:06:55Z,DAT,43267,1354.250000,30923.290000,0,2026-08-14T15:06:28Z,FA,true,true,2026-08-14T15:06:55Z
863457050260031,2024-05-17T17:40:02Z,,9BM634074RB317309,SZZB69,COPILOTO,GV300W,935824,-33.461971,-70.683691,0,2026-08-16T08:21:55Z,HBD,476118,,61506.420000,0,2025-03-11T19:00:15Z,KA,true,true,2026-08-16T09:12:38Z
863457051732657,2023-07-18T22:38:55Z,,W1T963424R0675010,675010,COPILOTO,GV300W,310922,-32.807903,-70.953070,0,2026-08-14T19:02:45Z,PFA,,,,,,,true,false,2026-08-14T20:09:07Z
863457050236387,2023-03-10T21:05:46Z,,LSH14C4C6NA101172,101172,COPILOTO,GV300W,51871,-38.685686,-72.522770,0,2026-08-16T09:14:15Z,FRI,54512,,,12,2026-08-16T01:27:50Z,DE,true,true,2026-08-16T09:14:15Z
869671070587322,2024-09-25T19:08:08Z,,9BM634016SB366187,366187,COPILOTO,GV300W,18273,-41.466838,-72.978103,0,2026-08-13T19:18:33Z,FRI,18273,475.240000,5243.250000,0,2026-08-13T19:03:26Z,G9,true,true,2026-08-13T19:18:33Z
