IMEI,installation_date,uninstallation_date,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
868589060381608,2024-11-08T16:37:46Z,,W1T964231S0778270,TVYD-50,COPILOTO,GV300W,19438,-22.436881,-68.863136,0,2026-07-08T15:52:01Z,HBD,20640,1837.750000,7768.390000,0,2026-06-25T17:47:40Z,B-ELECTRONICS,true,true,2026-07-08T18:34:03Z
866314061279178,2025-03-10T14:08:51Z,,LSFAM11A6SA050221,VBGY56,COPILOTO,GV58LAU,42915,-38.764033,-72.601224,0,2026-07-09T11:25:36Z,HBD,,,,,,,true,false,2026-07-09T11:40:19Z
866314060279047,2024-11-13T18:55:26Z,,W1NYC6AJ3RX516077,516077,WICAR,GV58LAU,12164,-33.453334,-70.522824,0,2026-07-09T08:40:00Z,HBD,,,,,,,true,false,2026-07-09T11:39:00Z
863457050630068,2023-01-16T16:32:18Z,,W1T964416P0601672,SJSZ25,COPILOTO,GV300W,119037,-20.964696,-68.618609,0,2026-07-07T18:54:22Z,FRI,141544,5363.850000,89423.720000,49,2026-07-03T14:20:09Z,DB,true,true,2026-07-08T19:55:51Z
866314061178008,2024-08-09T15:31:16Z,,LSKG5GC18RA081778,TBPS43,COPILOTO,GV58LAU,76338,-42.319254,-73.550730,0,2026-07-09T10:41:47Z,FRI,,,,,,,true,false,2026-07-09T10:41:47Z
863457050148277,,,W1N0G1FB0MF878176,PDKW69,WICAR,GV300W,22695,-33.397392,-70.509547,0,2026-07-09T11:33:26Z,HBD,,,,,,,true,false,2026-07-09T11:40:17Z
864002070874251,2026-06-17T00:00:00Z,,W1NKJ0FB2TF608188,VXTC22,WICAR,GV58LAU,1136,-36.275395,-72.798109,0,2026-07-09T11:04:51Z,HBD,,,,,,,true,false,2026-07-09T11:38:45Z
869671070589617,2024-10-29T11:36:43Z,,W1T963425PB306995,B306995,COPILOTO,GV300W,103398,-34.948982,-71.184158,0,2026-07-09T11:41:31Z,DAT,103399,2080.600000,33111.600000,0,2026-07-09T11:41:26Z,DB,true,true,2026-07-09T11:41:31Z
863457050047826,2022-03-25T16:28:08Z,,9BM958164NB246566,246566,COPILOTO,GV300W,115329,-35.838573,-71.571527,0,2026-05-18T23:26:17Z,INF,,,,,,,true,false,2026-05-19T00:29:16Z
867162029808144,2021-02-10T03:00:00Z,,W1T964016N0494071,494071,COPILOTO,GV300W,387072,-37.311405,-72.923817,0,2026-06-09T03:06:48Z,INF,394183,8484.500000,163207.810000,70,2026-06-10T21:53:50Z,DB,true,true,2026-07-08T17:08:26Z
863457051683595,,,LSFAM11A1PA083554,083554,WICAR,GV300W,117835,-39.849153,-73.237421,0,2026-07-09T11:37:31Z,HBD,,,,,,,true,false,2026-07-09T11:39:34Z
869671070598386,2025-01-08T13:13:47Z,,W1T963403S0798306,0798306,COPILOTO,GV300W,0,-23.621868,-68.513351,0,2026-07-09T11:39:59Z,FRI,,,,,,,true,false,2026-07-09T11:39:59Z
863238071551552,,,JL6BHG6A2SK000249,TVHT32,COPILOTO,GV300W,0,-29.991256,-71.260917,0,2026-05-19T16:55:57Z,FRI,,,,,,,true,false,2026-05-19T16:55:57Z
863457050659794,2022-12-20T14:26:19Z,,LSFAM11A3PA048661,SKXH54,COPILOTO,GV300W,147398,-36.752714,-73.084498,0,2026-06-09T04:02:05Z,INF,89369,,,,,,true,true,2026-07-04T23:08:59Z
866314061815450,2025-08-29T16:13:43Z,,W1NKJ5BB0SF418519,VHSD96,WICAR,GV58LAU,15510,-33.285656,-70.678619,0,2026-07-09T10:43:45Z,HBD,,,,,,,true,false,2026-07-09T11:38:06Z
869671070595325,2025-02-19T02:13:53Z,,LSH14C4C1NA060675,A060675,COPILOTO,GV300W,0,-33.465831,-70.721595,0,2026-07-03T04:38:40Z,FRI,23194,,,2,2026-06-22T20:33:56Z,DE,true,true,2026-07-03T04:38:40Z
869671070588684,2024-12-23T01:04:50Z,,W1T964231S0766326,0766326,COPILOTO,GV300W,30096,-23.630174,-68.325454,9,2026-07-07T21:36:53Z,FRI,30070,1911.100000,15132.620000,0,2026-07-04T18:56:12Z,DA,true,true,2026-07-07T21:36:53Z
863457051716544,,,W1NKM5BB8PF023048,SYKF14,WICAR,GV300W,28908,-33.389611,-70.579146,16,2026-07-09T02:20:57Z,GSM,,,,,,,true,false,2026-07-09T02:26:55Z
869671070591480,2025-02-19T01:25:14Z,,W1T963403S0800720,0800720,COPILOTO,GV300W,198,-23.610130,-70.260375,17990,2026-07-09T10:10:42Z,FRI,,,,,,,true,false,2026-07-09T10:10:42Z
GA2R1U46DEAS,,,W1FKHLAD0V0878088,W1FKHLAD0V0878088,DIVEMOTOR,INTEGRATION,,-16.351305,-71.599129,0,2026-05-22T20:34:27Z,DAT,1721,49.700000,477.000000,0,2026-05-22T20:34:27Z,DB,true,true,2026-05-22T20:34:27Z
