IMEI,installation_date,uninstallation_date,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
869671072168949,,,W1T963403T0854816,854816,COPILOTO,GV300W,2233,-23.536121,-70.387771,0,2026-05-20T20:56:31Z,FRI,2233,38.600000,411.800000,0,2026-05-13T16:00:08Z,G9,true,true,2026-05-20T20:56:31Z
867162029786142,2021-11-04T03:00:00Z,,WDB932315L0367455,PBTV71,COPILOTO,GV300W,70375,-19.906270,-69.188119,0,2026-04-09T14:38:00Z,INF,122422,5844.070000,78264.180000,36,2026-04-05T18:43:37Z,DB,true,true,2026-06-06T18:16:54Z
G9N5WX4TT8C7,,,3AKJF0CV8GDHM7143,AKO-859,DIVEMOTOR,INTEGRATION,,-6.440085,-79.849609,28,2026-07-07T23:00:51Z,DAT,749632,22455.000000,345460.000000,28,2026-07-07T23:00:51Z,DB,true,true,2026-07-07T23:00:51Z
866314061240576,2025-03-12T23:20:46Z,,9BM958166SB397574,B397574,COPILOTO,GV58LAU,7013,-33.564110,-70.717009,0,2026-07-08T10:37:44Z,HBD,,,,,,,true,false,2026-07-08T10:51:04Z
866314062187339,,,W1KMK6CB0SF064119,VLLF74,WICAR,GV58LAU,2368,-33.373501,-70.524497,8,2026-07-04T19:40:30Z,FRI,,,,,,,true,false,2026-07-04T19:40:30Z
G9BW20DFZUCC,,,W1FNHLAD7S0768616,CCG-737,DIVEMOTOR,INTEGRATION,,-10.789103,-76.283340,23,2026-07-08T07:53:13Z,DAT,68319,6706.500000,61962.000000,23,2026-07-08T07:53:13Z,DB,true,true,2026-07-08T07:53:13Z
863457050212891,,,WDC0J0KB2HF153428,KCCK33,WICAR,GV300W,114401,-33.498603,-70.657374,0,2026-06-28T23:38:22Z,HBD,,,,,,,true,false,2026-07-08T10:49:33Z
869671070589682,2025-04-24T17:46:43Z,,JL6CLH6A5SK006913,K006913,COPILOTO,GV300W,22355,-33.330104,-70.696647,0,2026-07-08T10:51:40Z,FRI,87,7.000000,15.500000,11,2025-06-10T00:19:18Z,DB,true,true,2026-07-08T10:51:40Z
863457050154580,,,W1N4M4HB5MW112002,RDYC66,WICAR,GV300W,67864,-32.979521,-71.539129,0,2026-07-08T07:44:59Z,HBD,,,,,,,true,false,2026-07-08T10:52:00Z
867698041090906,2023-04-23T01:50:03Z,,LVCB4L4DXPM001329,SLLZ40,COPILOTO,GV300W,,-33.367620,-70.698410,47,2026-01-07T15:11:32Z,DAT,182556,,,47,2026-01-07T14:24:16Z,DE,true,true,2026-01-07T15:11:32Z
863238070328465,,,1FVHG3DV1THWS8486,VJPP53  ,COPILOTO,GV300W,10127,-22.350379,-68.852287,0,2026-07-08T10:09:01Z,FRI,10127,822.350000,9593.000000,0,2026-07-08T09:38:56Z,G9,true,true,2026-07-08T10:09:01Z
863457050232253,,,MEC0444P8PP061867,061867,WICAR,GV300W,10262,-34.655785,-70.967830,0,2026-07-08T09:51:36Z,HBD,,,,,,,true,false,2026-07-08T10:51:21Z
869671070585391,2025-01-08T14:05:47Z,,W1T964231S0791966,0791966,COPILOTO,GV300W,0,-22.441759,-68.900329,0,2025-11-25T17:54:49Z,FRI,,,,,,,true,false,2025-11-25T17:54:49Z
G92XSB2T4JBB,,,W1FKHLAD2R0661938,BXV-784,DIVEMOTOR,INTEGRATION,,-3.565327,-80.457581,0,2026-06-18T16:33:46Z,DAT,12465,511.500000,5814.000000,0,2026-06-18T16:33:46Z,DB,true,true,2026-06-18T16:33:46Z
866314061220313,,,LSFAM11A6SA059100,059100,WICAR,GV58LAU,9601,-33.465549,-70.720487,0,2026-07-07T16:19:40Z,HBD,,,,,,,true,false,2026-07-08T10:51:21Z
G9JF69ZXUSEH,,,W1FKHLAD8S0771155,TFH-842,DIVEMOTOR,INTEGRATION,,-7.000961,-78.495010,0,2026-07-03T18:01:22Z,DAT,21830,1267.400000,15615.000000,0,2026-07-03T18:01:22Z,DB,true,true,2026-07-03T18:01:22Z
867162029764438,,,W1N0J8AB4MF945170,PSSK51,COPILOTO,GV300W,96803,-38.738591,-72.653654,0,2026-07-08T09:25:19Z,HBD,,,,,,,true,false,2026-07-08T10:50:12Z
869671072168998,,,9BM958264SB395955,B395955,COPILOTO,GV300W,26430,-40.069763,-72.867759,0,2026-07-07T21:54:31Z,DAT,26429,1025.460000,12291.270000,40,2026-07-07T21:49:14Z,DB,true,true,2026-07-07T21:54:31Z
863457050224391,,,W1N0G1FB7NG061072,RYTC76,WICAR,GV300W,42713,-36.834956,-73.111983,0,2026-07-08T10:26:14Z,HBD,,,,,,,true,false,2026-07-08T10:51:49Z
867162027905108,2021-09-06T03:00:00Z,,W1T964231N0521353,PZZV74,COPILOTO,GV300W,106282,-21.011795,-68.855226,0,2026-07-08T10:11:22Z,INF,112006,8684.400000,88616.280000,19,2026-07-08T07:11:20Z,KA,true,true,2026-07-08T10:52:24Z
863457052142500,2024-01-19T12:35:08Z,,LSFAM11A1PA086955,086955,COPILOTO,GV300W,86132,-22.422327,-68.823605,0,2026-07-08T10:52:02Z,HBD,,,,,,,true,false,2026-07-08T10:52:30Z
869671070591373,2025-02-27T15:24:36Z,,W1T963424S0798309,0798309,COPILOTO,GV300W,119981,-33.294059,-70.734680,0,2026-07-08T10:52:40Z,FRI,119981,1720.250000,39580.500000,0,2026-07-07T16:48:54Z,G9,true,true,2026-07-08T10:52:40Z
