IMEI,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
G9A6VUYMUMW9,9BM958478RB342785,BZI-928,DIVEMOTOR,INTEGRATION,,-16.215620,-70.566048,9,2026-03-09T13:57:04Z,DAT,76691,0.000000,47834.000000,9,2026-03-09T13:57:04Z,DA,true,true,2026-03-09T13:57:04Z
863457050150117,,,,GV300W,23511,-34.965095,-71.186121,0,2026-03-10T08:41:39Z,FRI,,,,,,,true,true,2026-03-10T08:41:39Z
SW9363CDM0168,,,MACHINELINK,Loader 4.0 Protocol,1834,-41.549408,-73.049515,1,,,1834,,,,,,true,true,2026-03-09T20:43:51Z
863238070324209,9BM634074SB376409,TZCH88,COPILOTO,GV300W,55084,-33.404220,-70.579917,0,2026-03-10T09:31:47Z,DAT,55084,487.070000,14097.690000,0,2026-03-10T09:31:44Z,DB,true,true,2026-03-10T09:31:47Z
868589060182618,9BM958260SB365290,365290,COPILOTO,GV300W,27331,-36.439448,-72.689332,0,2026-03-09T16:39:59Z,IGF,18655,747.200000,7416.500000,0,0001-01-01T00:00:00Z,B-ELECTRONICS,true,true,2026-03-09T16:39:59Z
869671070592678,W1T964416P0572534,SBCG79,COPILOTO,GV300W,13568,-34.235965,-70.900077,0,2026-03-10T09:28:51Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-03-10T09:28:51Z
869671070598527,LVBJ6U4A8ST500604,TTZC77,COPILOTO,GV300W,0,-33.384269,-70.750534,0,2026-03-10T09:29:00Z,FRI,55184,,,0,2026-03-10T05:08:35Z,DE,true,true,2026-03-10T09:29:00Z
863457051751822,W1T963424R0693228,693228,COPILOTO,GV300W,263124,-34.214359,-70.779932,12,2026-03-10T09:31:51Z,DAT,269554,6143.150000,94902.410000,0,2026-03-10T09:31:39Z,DB,true,true,2026-03-10T09:31:51Z
863457050287497,W1T963403P0583224,583224,COPILOTO,GV300W,331376,-37.512252,-72.323012,0,2026-03-10T08:38:58Z,FRI,219334,,,,0001-01-01T00:00:00Z,,true,true,2026-03-10T08:38:58Z
863457050141314,WDCDA0EB6JB082616,KZFK67,WICAR,GV300W,54267,-32.920047,-71.516371,0,2026-03-10T09:20:10Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-03-10T09:20:10Z
G9B6B3TDDRHU,9BM951500SB389871,9BM951500SB389871,DIVEMOTOR,INTEGRATION,,-16.404831,-71.597199,0,2026-01-22T23:06:12Z,DAT,18183,11.700000,3268.000000,0,2026-01-22T23:06:12Z,DA,true,true,2026-01-22T23:06:12Z
867162029184579,,,,GV300W,83553,-33.350120,-70.547129,7,2026-03-09T23:18:11Z,HBM,,,,,,,true,true,2026-03-09T23:18:11Z
869671070586837,W1T964231S0793347,0793347,COPILOTO,GV300W,0,-23.739770,-70.299819,0,2026-03-10T09:29:22Z,FRI,2156,50.750000,758.510000,0,2026-03-09T16:59:35Z,G9,true,true,2026-03-10T09:29:22Z
867162029164530,,,,GV300W,72553,-33.371427,-70.548634,3,2026-03-09T22:03:23Z,FRI,,,,,,,true,true,2026-03-09T22:03:23Z
866314060330519,,,,GV58LAU,0,-33.506935,-70.637475,0,2026-03-09T21:45:14Z,IGL,,,,,,,true,true,2026-03-09T21:45:14Z
