IMEI,installation_date,uninstallation_date,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
863238070321692,,,JL6AFE6A6TK000570,TK000570,COPILOTO,GV300W,1252,-27.484865,-70.264480,0,2026-06-14T11:18:16Z,FRI,1252,60.400000,197.000000,0,2026-06-12T18:00:00Z,G9,true,true,2026-06-14T11:18:16Z
869671070592801,2024-09-16T14:53:38Z,,W1T963425P0651467,651467,COPILOTO,GV300W,0,-42.369739,-73.740180,0,2026-06-14T11:00:47Z,FRI,243126,3758.850000,69616.090000,0,2026-06-12T22:05:35Z,G9,true,true,2026-06-14T11:00:47Z
869671070588387,2024-11-27T13:19:19Z,,9BM958154SB375104,B375104,COPILOTO,GV300W,21244,-29.921352,-71.261810,0,2026-06-14T11:19:30Z,FRI,21243,937.340000,0.220000,0,2026-06-13T15:30:17Z,G9,true,true,2026-06-14T11:19:30Z
866314060327390,2025-01-09T17:28:50Z,,LSFAM11A3SA047020,A047020,COPILOTO,GV58LAU,30902,-33.447886,-70.725234,0,2026-06-14T10:52:15Z,HBD,,,,,,,true,false,2026-06-14T11:19:32Z
863457050647500,2023-01-26T18:31:10Z,,9BM958441PB287408,287408,COPILOTO,GV300W,483985,-40.308557,-73.038647,0,2026-06-13T22:16:58Z,PFA,490736,7809.530000,156528.600000,0,2026-06-13T22:13:22Z,G7,true,true,2026-06-13T22:20:52Z
869671070594112,2025-04-08T14:07:52Z,,W1T964416S0798644,VDKS-41,COPILOTO,GV300W,40271,-23.739748,-70.299911,0,2026-06-14T11:17:26Z,FRI,40271,958.500000,15901.250000,0,2026-06-14T00:09:53Z,G9,true,true,2026-06-14T11:17:26Z
864002070874186,2026-06-08T00:00:00Z,,W1KAF4CB7NF060911,SWXG39,WICAR,GV58LAU,39208,-33.497086,-70.527274,0,2026-06-14T10:29:20Z,HBD,,,,,,,true,false,2026-06-14T11:20:36Z
867162029794559,2021-12-29T03:00:00Z,,W1T964231N0539182,RJYS59,COPILOTO,GV300W,80929,-23.627854,-70.290612,0,2026-06-14T10:51:30Z,HBD,91540,6008.500000,54510.630000,0,,KA,true,true,2026-06-14T11:18:11Z
869671070592975,2024-09-11T18:52:47Z,,9BM958264SB376306,TVXT26,COPILOTO,GV300W,28395,-34.213653,-70.770469,0,2026-06-12T17:31:49Z,DAT,28340,917.800000,9477.240000,58,2026-06-12T15:44:52Z,DA,true,true,2026-06-12T17:31:49Z
863457050295045,,,W1NFD2DB5NA730986,SZSS46,WICAR,GV300W,22753,-33.419692,-70.615411,0,2026-06-14T09:42:09Z,HBD,,,,,,,true,false,2026-06-14T11:19:22Z
DIMO999631346,,,LSKG4BC15SD040745,040745,,,,-33.430280,-70.612763,,,,8215,,,0,,,true,true,2026-06-08T19:50:21Z
869671070590664,2025-03-25T14:41:19Z,,MEC2047R3SP162681,P162681,COPILOTO,GV300W,13313,-36.779140,-73.022148,0,2026-06-14T11:16:57Z,FRI,13313,965.040000,6.870000,0,2026-06-14T03:05:05Z,G9,true,true,2026-06-14T11:16:57Z
863457051693396,,,LSFAM11B9PA082967,SWXD42,COPILOTO,GV300W,20,-33.339329,-70.506324,0,2026-06-14T03:35:18Z,HBD,,,,,,,true,false,2026-06-14T11:16:33Z
863457051126728,2023-03-20T15:21:17Z,,9BM951104PB285163,285163,,GV300W,25409,-22.442652,-68.859291,0,2025-08-20T14:48:24Z,BPL,24895,,4568.310000,0,2025-05-20T13:10:29Z,B-ELECTRONICS,true,true,2025-08-20T14:48:24Z
DIMO202709900,,,W1N4N1FB7SJ626264,626264,,,,-33.371597,-70.709632,,,,1095,,,0,,,true,true,2025-09-22T12:19:28Z
863457050618832,,,W1KAF4CB2NF061206,SFDG66,,GV300W,34532,-33.372328,-70.519440,0,2025-11-03T12:53:03Z,FRI,,,,,,,true,false,2025-11-03T12:53:03Z
