IMEI,installation_date,uninstallation_date,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
863238070319779,,,9BM958260SB400127,VPYY20,COPILOTO,GV300W,2274,-33.455921,-70.897743,0,2026-07-14T20:49:33Z,DAT,2274,124.240000,961.840000,0,2026-07-14T20:48:59Z,G9,true,true,2026-07-14T20:49:33Z
869671070580855,2025-06-06T18:40:05Z,,W1T964231T0820967,0820967,COPILOTO,GV300W,15091,-33.313148,-70.357696,0,2026-07-15T03:39:14Z,DAT,15091,3055.850000,7757.860000,0,2026-07-15T03:38:49Z,G9,true,true,2026-07-15T03:39:14Z
G95D75T7160K,,,3AKJHPDV6TSWT7910,VEY 765,DIVEMOTOR,INTEGRATION,,-11.986266,-77.127441,0,2026-07-14T16:20:48Z,DAT,19115,534.500000,8232.000000,0,2026-07-14T16:20:48Z,DB,true,true,2026-07-14T16:20:48Z
863457050983319,,,JL5ASJ6A5PRK30526,K30526,WICAR,GV300W,114602,-33.461341,-70.691704,0,2026-07-15T02:00:41Z,PFA,,,,,,,true,false,2026-07-15T02:45:48Z
866314061177836,2025-06-23T15:44:33Z,,W1V907645SP778521,P778521,COPILOTO,GV58LAU,25357,-23.630693,-70.386242,0,2026-07-15T10:11:52Z,HBD,,,,,,,true,false,2026-07-15T10:37:08Z
863457051712188,,,JL6AFE6A3PK001391,SKXR53,WICAR,GV300W,15053,-33.443410,-70.759765,0,2026-07-05T16:28:46Z,PFA,,,,,,,true,false,2026-07-05T16:46:22Z
869671070580095,2025-04-29T14:33:46Z,,JL6CJH6A5SK006903,K006903,COPILOTO,GV300W,10797,-22.444431,-68.878311,0,2026-06-15T19:09:40Z,DAT,10797,427.200000,2113.500000,0,2026-06-15T19:09:31Z,DA,true,true,2026-06-15T19:09:40Z
868589060173948,2024-07-17T13:10:45Z,,9BM958260SB365622,365622,COPILOTO,GV300W,8008,-33.465491,-70.721488,0,2026-07-09T21:32:27Z,HBD,7004,1537.300000,6679.040000,0,2026-07-09T16:53:45Z,KA,true,true,2026-07-10T00:14:37Z
G938J3S6RM67,,,W1FKHLAD9R0662326,BXO-874,DIVEMOTOR,INTEGRATION,,-12.025047,-77.039139,0,2026-07-08T14:54:54Z,DAT,19256,787.000000,7876.000000,0,2026-07-08T14:54:54Z,DB,true,true,2026-07-08T14:54:54Z
866314060284518,,,W1T964231P0598781,SDCV-21,COPILOTO,GV58LAU,151054,-33.450221,-70.917550,0,2026-07-15T10:39:49Z,FRI,,,,,,,true,false,2026-07-15T10:39:49Z
868589060169060,2024-06-11T19:43:47Z,,W1T963425PB298233,298233,COPILOTO,GV300W,87790,-33.303830,-70.729146,0,2026-07-03T14:34:21Z,HBD,,,,,,,true,false,2026-07-03T15:27:44Z
