IMEI,installation_date,uninstallation_date,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
G921ZSC9S4HK,,,3AKJF0CV1HDHW7493,APH-747,DIVEMOTOR,,,-3.573526,-80.463966,0,2026-08-03T05:42:15Z,DAT,722076,21937.700000,333326.000000,0,2026-08-03T05:42:15Z,DB,true,true,2026-08-03T05:42:15Z
863238070325289,2025-06-03T19:55:59Z,,9BM958260SB400464,B400464,COPILOTO,GV300W,3435,-30.268171,-71.088882,0,2026-08-03T12:08:30Z,FRI,3435,186.450000,1971.340000,0,2026-08-03T12:07:52Z,DB,true,true,2026-08-03T12:08:30Z
866314062239114,2026-01-02T00:00:00Z,,W1NWH5AB1SX062560,062560,DIMO,GV58LAU,2268,-33.416577,-70.591633,0,2026-03-13T18:09:31Z,FRI,4415,,,5,,,true,true,2026-07-24T16:22:55Z
DIMO996453440,,,LSFAM11A5SA050503,050503,,,,-36.800572,-73.060413,,,,3057,,,0,,,true,true,2026-04-17T12:18:27Z
867162027841246,2021-08-27T04:00:00Z,,W1T964231N0513270,RFGB-65,COPILOTO,GV300W,74058,-22.441073,-68.880955,0,2026-04-08T21:51:05Z,INF,,,,,,,true,false,2026-04-08T23:53:42Z
863238071578720,,,9BM958444SB373240,B373240,COPILOTO,GV300W,0,-25.313796,-57.589176,0,2026-08-01T10:58:44Z,FRI,4735,166.680000,1601.080000,0,2026-07-27T22:50:19Z,G9,true,true,2026-08-01T10:58:44Z
868589060688689,,,VF611A352MD002483,RBXG97,COPILOTO,GV310LAU,54300,-23.739840,-70.298380,0,2026-08-03T11:39:46Z,HBD,,,,,,,true,false,2026-08-03T12:05:14Z
869671070591159,2024-11-05T17:50:13Z,,MEC0574P9SP073288,P073288,COPILOTO,GV300W,2875,-20.289886,-70.125534,0,2026-08-03T12:07:02Z,FRI,2875,73.970000,0.100000,0,2026-07-31T15:18:16Z,G9,true,true,2026-08-03T12:07:02Z
866314060291828,2024-08-09T15:47:02Z,,LSFAM11A9RA064236,LSFAM11A9RA064236,,GV58LAU,46059,-36.024599,-71.662443,0,2026-08-03T11:22:11Z,HBD,,,,,,,true,false,2026-08-03T12:08:44Z
869671070594096,2025-04-08T14:04:29Z,,W1T963403SB397079,B397079,COPILOTO,GV300W,170078,-36.800842,-73.060142,0,2026-08-03T12:05:14Z,FRI,170078,3043.250000,58740.700000,0,2026-08-01T16:21:15Z,G9,true,true,2026-08-03T12:05:14Z
867162026786418,2020-11-04T03:00:00Z,,W1T963422M0430784,PKDZ71,COPILOTO,GV300W,925349,-30.483980,-71.476685,91,2026-01-22T04:37:38Z,DAT,949011,15039.250000,287304.590000,94,2026-01-22T04:37:10Z,DB,true,true,2026-01-22T04:37:38Z
863457050232584,,,WDDHF3EBXFB112305,HPBT67,WICAR,GV300W,100524,-33.397349,-70.599664,8,2026-08-01T22:22:45Z,HBD,,,,,,,true,false,2026-08-03T12:07:37Z
863457051085551,2023-08-25T16:36:30Z,,W1T963424R0694211,694211,COPILOTO,GV300W,252634,-34.213830,-70.779226,0,2026-08-02T23:45:42Z,HBD,,,,,,,true,false,2026-08-03T12:07:23Z
G9V2WWNJUHPC,,,3AKJHPDV6SSWC5606,CDN-936,DIVEMOTOR,INTEGRATION,,-13.908812,-76.020912,0,2026-08-01T18:15:44Z,DAT,75044,2445.700000,29910.000000,0,2026-08-01T18:15:44Z,DB,true,true,2026-08-01T18:15:44Z
866314061293781,2025-02-19T02:32:48Z,,JL5ASJ6A5SRK30924,RK30924,COPILOTO,GV58LAU,18180,-41.319211,-73.010174,0,2026-08-03T11:21:41Z,HBD,,,,,,,true,false,2026-08-03T12:08:03Z
866314060320502,2025-05-13T19:48:05Z,,W1NFB6BB3MA538075,W1NFB6BB3MA538075,WICAR,GV58LAU,19477,-38.739865,-72.638832,14,2026-08-03T11:59:20Z,INF,,,,,,,true,false,2026-08-03T12:04:22Z
869671072171091,,,9BM958174SB395748,VRKK86,COPILOTO,GV300W,11353,-34.098274,-70.517547,0,2026-08-03T12:04:49Z,FRI,11353,416.640000,1.540000,0,2026-07-31T19:11:49Z,G9,true,true,2026-08-03T12:04:49Z
