IMEI,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
869671070574346,9BM958078RB340217,B340217,COPILOTO,GV300W,0,-27.456935,-70.257873,0,2026-01-19T11:36:22Z,FRI,6963,635.740000,0.000000,0,2025-12-07T11:05:27Z,DB,true,true,2026-01-19T11:36:22Z
869671072172313,W1T964016T0827176,0827176,COPILOTO,GV300W,1695,-23.540691,-70.387847,0,2026-01-19T12:17:49Z,FRI,1695,64.300000,626.610000,0,2026-01-13T13:24:00Z,G9,true,true,2026-01-19T12:17:49Z
869671070587280,3AKJHPDV5PSUD5514,UD5514,COPILOTO,GV300W,152571,-23.609556,-70.259315,0,2026-01-19T12:18:50Z,FRI,152571,2893.100000,70902.000000,0,2026-01-19T11:48:29Z,G9,true,true,2026-01-19T12:18:50Z
866314061189708,,,,GV58LAU,3463,-33.312382,-70.719983,0,2026-01-19T12:13:50Z,FRI,,,,,,,true,true,2026-01-19T12:13:50Z
863457050639978,9BM958154PB288721,288721,COPILOTO,GV300W,43997,-39.840835,-73.227404,0,2026-01-19T12:21:56Z,DAT,45095,2900.240000,10521.560000,4,2026-01-19T12:21:20Z,DA,true,true,2026-01-19T12:21:56Z
866314060263785,,,,GV58LAU,0,-33.409933,-70.572798,13,2026-01-19T12:07:57Z,STT,,,,,,,true,true,2026-01-19T12:07:57Z
863457051731352,,,,GV300W,68213,-38.744765,-72.954470,0,2026-01-19T12:21:35Z,FRI,,,,,,,true,true,2026-01-19T12:21:35Z
868589060167205,MEC0444P3PP055412,055412,COPILOTO,GV300W,146,-39.367546,-72.634276,0,2025-08-19T19:41:37Z,MPF,,,,,,,true,true,2025-08-19T19:41:37Z
863457050123023,,,,GV300W,54773,-33.418538,-70.651787,0,2026-01-19T12:18:28Z,GSS,,,,,,,true,true,2026-01-19T12:18:28Z
866314061249536,WDDHF3GB4EB045017,HHGD51,WICAR,GV58LAU,37556,-33.413174,-70.587947,0,2026-01-10T14:39:19Z,IGF,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-10T14:39:19Z
863457050627288,LSH14C4C3NA101145,SLFR65,COPILOTO,GV300W,62717,-36.873813,-73.143075,0,2026-01-19T12:21:54Z,FRI,64053,,,0,2026-01-17T23:25:31Z,DE,true,true,2026-01-19T12:21:54Z
863457052178157,W1T963425PB283702,TFGY89,COPILOTO,GV300W,62739,-34.165228,-70.776667,0,2026-01-19T12:21:16Z,FRI,47269,,15132.400000,0,2026-01-19T10:47:55Z,KA,true,true,2026-01-19T12:21:16Z
863457052209317,W1T964231R0714584,714584,COPILOTO,GV300W,305,-33.295629,-70.751330,0,2025-12-16T17:22:49Z,FRI,,,,,2025-12-10T00:19:59Z,B-ELECTRONICS,true,true,2025-12-16T17:22:49Z
866314061231690,W1NKM5BB6RF161559,TYCL26,COPILOTO,GV58LAU,12823,-33.461287,-70.716368,0,2026-01-19T11:41:07Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-19T11:41:07Z
863457051685285,,,,GV300W,40434,-33.377105,-70.711395,0,2026-01-19T11:41:39Z,FRI,43514,3212.400000,30135.330000,0,2026-01-19T10:41:36Z,KA,true,true,2026-01-19T11:41:39Z
863457050245123,WDC0G4KB9KF497612,PDKB43,WICAR,GV300W,8607,-33.390980,-70.598775,0,2026-01-18T21:23:12Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-18T21:23:12Z
867162029808813,WDDPK3JAXKF161172,LPFK83,WICAR,GV300W,40697,-33.421785,-70.711447,0,2026-01-19T12:07:55Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-19T12:07:55Z
866314060328612,LSFAM11A1RA051237,051237,WICAR,GV58LAU,0,-39.864592,-73.189010,47,2026-01-19T12:15:53Z,RTL,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-19T12:15:53Z
869671070587231,W1T963424P0646744,646744,COPILOTO,GV300W,23146,-23.573774,-70.388412,0,2026-01-19T12:21:31Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-19T12:21:31Z
863238070324712,9BM634016SB396955,B396955,COPILOTO,GV300W,3563,0.000000,0.000000,0,1980-01-06T04:53:40Z,FRI,3561,128.030000,859.550000,0,1980-01-06T04:13:09Z,DA,true,true,1980-01-06T04:53:40Z
863457051208872,MEC0444P3NP051986,051986,COPILOTO,GV300W,122793,-33.366336,-70.707028,0,2026-01-19T12:22:05Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-19T12:22:05Z
866314060302856,JL6CLH6A2SK003676,K003676,COPILOTO,GV58LAU,1482,-39.282364,-71.979627,0,2026-01-19T12:18:16Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-19T12:18:16Z
863457050629177,,,,GV300W,16708,-33.399691,-70.580816,9,2026-01-17T17:42:24Z,GSS,,,,,,,true,true,2026-01-17T17:42:24Z
869671072170788,JL6AFE6A4TK000437,TVPZ46,COPILOTO,GV300W,14542,-40.695194,-73.018005,80,2026-01-19T12:22:09Z,FRI,14542,360.850000,2126.500000,72,2026-01-19T12:21:12Z,DB,true,true,2026-01-19T12:22:09Z
867162026087742,,,,GV300W,54615,-37.453487,-72.328390,0,2026-01-19T11:46:49Z,FRI,,,,,,,true,true,2026-01-19T11:46:49Z
867162029080058,WDC0J0FB3HF168434,JJKT23,WICAR,GV300W,10650,-33.404818,-70.563563,16,2026-01-16T18:48:02Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-16T18:48:02Z
867162029774692,W1T964026N0498050,PXST46,COPILOTO,GV300W,781874,-38.442765,-72.414721,0,2026-01-19T11:53:57Z,FRI,804067,17367.800000,324434.620000,0,2026-01-19T10:52:42Z,KA,true,true,2026-01-19T11:53:57Z
867162029800026,,,,GV300W,161411,-33.504237,-70.782560,0,2026-01-19T12:03:36Z,FRI,,,,,,,true,true,2026-01-19T12:03:36Z
867162029209616,,,,GV300W,50328,-32.657209,-71.440814,7,2026-01-18T23:42:36Z,FRI,,,,,,,true,true,2026-01-18T23:42:36Z
869671070583362,,,,GV300W,0,-30.003095,-71.326087,0,2026-01-19T12:17:14Z,FRI,64925,,,0,2026-01-19T12:12:10Z,DY,true,true,2026-01-19T12:17:14Z
869671070578099,9BM958154RB354020,B354020,COPILOTO,GV300W,17935,-36.424350,-71.947639,0,2026-01-19T12:21:24Z,FRI,17935,602.030000,0.740000,0,2026-01-19T11:41:02Z,G9,true,true,2026-01-19T12:21:24Z
866314062190960,W1NKJ0FB6TF475046,VSCW32,WICAR,GV58LAU,1016,-33.372117,-70.519861,11,2026-01-17T14:42:23Z,IGF,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-17T14:42:23Z
869671070597297,,,,GV300W,1463,-45.572605,-72.068420,0,2026-01-19T12:18:01Z,FRI,,,,,,,true,true,2026-01-19T12:18:01Z
867162029779915,WDDZF4JB5HA184490,JJDH33,WICAR,GV300W,7300,-38.729137,-72.631365,0,2026-01-19T12:08:41Z,GSS,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-19T12:08:41Z
863457051662276,,,,GV300W,27744,-39.538462,-72.964976,0,2026-01-19T12:03:01Z,FRI,,,,,,,true,true,2026-01-19T12:03:01Z
863457052205745,W1T963425PB299801,299801,COPILOTO,GV300W,40344,-33.300805,-70.729576,89,2026-01-19T12:21:27Z,DAT,40748,1463.000000,13803.500000,89,2026-01-19T12:21:15Z,DB,true,true,2026-01-19T12:21:27Z
863457051752382,,,,GV300W,208188,-35.843841,-71.590513,0,2026-01-19T11:56:36Z,FRI,,,,,,,true,true,2026-01-19T11:56:36Z
G9HEU1V9X4VY,W1F9HPAD7T0817307,CHB-786,DIVEMOTOR,INTEGRATION,,-12.254314,-76.928841,0,2026-01-17T02:15:34Z,DAT,13370,342.500000,5780.000000,0,2026-01-17T02:15:34Z,DA,true,true,2026-01-17T02:15:34Z
866314061294011,W1NKJ5BB8SF315218,315218,WICAR,GV58LAU,5303,-33.319004,-70.544431,0,2026-01-19T12:06:11Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-19T12:06:11Z
863457051733358,,,,GV300W,32154,-33.407014,-70.672601,0,2026-01-19T12:19:02Z,FRI,,,,,,,true,true,2026-01-19T12:19:02Z
869671070589054,W1T964231R0740488,0740488,COPILOTO,GV300W,0,-19.999038,-69.773529,0,2026-01-19T12:05:32Z,FRI,858,33.300000,332.140000,0,2025-10-04T17:21:25Z,G9,true,true,2026-01-19T12:05:32Z
866314060211206,LSFAM11A8RA041062,TSJR25,COPILOTO,GV58LAU,36197,-22.339807,-68.877669,0,2026-01-19T11:22:46Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-19T11:22:46Z
