IMEI,installation_date,uninstallation_date,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
863457051079968,2023-05-03T13:32:30Z,,W1V447603N3861817,PYWH69,COPILOTO,GV300W,81809,-33.465268,-70.720894,0,2025-09-02T20:37:49Z,FRI,,,,,,,true,false,2025-09-02T20:37:49Z
866314061158612,,,W1NKM0FB7SF351440,351440,WICAR,GV58LAU,3935,-39.809781,-73.219588,0,2026-04-18T09:28:59Z,HBD,,,,,,,true,false,2026-04-18T09:35:36Z
863238070319795,,,9BM634016SB362841,B362841,COPILOTO,GV300W,3368,-33.257049,-70.759956,0,2026-02-05T13:49:26Z,DAT,3368,126.920000,255.670000,0,2026-02-05T13:49:02Z,G9,true,true,2026-02-05T13:49:26Z
863457050655370,2023-02-06T02:19:11Z,,3AKJHPDV3PSNM9032,SD-SC54,COPILOTO,GV300W,277511,-28.104347,-69.941458,35,2026-04-13T22:56:18Z,INF,,,,,,,true,false,2026-04-18T00:26:52Z
869671070575459,2024-11-12T20:40:47Z,,9BM958196RB348354,B348354,COPILOTO,GV300W,26682,-20.237262,-70.061500,0,2026-04-18T09:35:40Z,FRI,26682,1832.100000,0.450000,0,2026-04-15T13:11:45Z,G9,true,true,2026-04-18T09:35:40Z
863457051730404,2023-07-17T16:29:01Z,,W1T963425PB299692,299692,COPILOTO,GV300W,452210,-33.333725,-70.716448,0,2026-04-18T08:48:37Z,HBD,458117,6381.100000,137027.700000,0,2026-04-18T07:48:35Z,KA,true,true,2026-04-18T09:34:42Z
868589060171926,2025-06-09T12:56:51Z,,LSFAM11A1SA055505,VCPY11,COPILOTO,GV310LAU,38534,-37.912447,-72.395191,113,2026-04-17T23:19:27Z,FRI,,,,,,,true,false,2026-04-17T23:19:27Z
G9NXSSU8SSZ2,,,W1FNHLAD7R0696343,TES-915,DIVEMOTOR,INTEGRATION,,-12.242555,-76.820854,0,2026-03-16T21:31:08Z,DAT,18629,1573.800000,18293.000000,0,2026-03-16T21:31:08Z,PA,true,true,2026-03-16T21:31:08Z
869671070589260,2025-05-08T19:39:46Z,,MEC0574P4TP078657,078657,COPILOTO,GV300W,0,-33.294746,-70.750000,0,2026-04-18T09:31:56Z,FRI,394,22.830000,0.100000,0,2026-04-17T17:35:00Z,PA,true,true,2026-04-18T09:31:56Z
863457051069472,,,W1N0J6EB0PG135757,SVXH29,COPILOTO,GV300W,58938,-33.386915,-70.500602,0,2026-04-18T08:56:28Z,HBD,,,,,,,true,false,2026-04-18T09:36:27Z
