IMEI,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
869671070592652,W1T963403RB348233,348233,COPILOTO,GV300W,175845,-38.357215,-72.384422,0,2026-02-25T09:36:44Z,FRI,175845,3362.650000,63798.700000,0,2026-02-25T04:30:28Z,G9,true,true,2026-02-25T09:36:44Z
868589060181776,W1T963425PB294345,294345,COPILOTO,GV300W,145469,-33.099860,-71.574857,0,2026-02-24T22:55:48Z,BPL,,,,,0001-01-01T00:00:00Z,KA,true,true,2026-02-24T22:55:48Z
869671070580665,9BM634016TB405437,B405437,COPILOTO,GV300W,3347,0.000000,0.000000,0,2025-10-27T17:08:29Z,DAT,3347,101.030000,819.940000,0,2025-10-27T17:08:26Z,DA,true,true,2025-10-27T17:08:29Z
867162029779824,,,,GV300W,52176,-35.463531,-71.565975,0,2026-02-25T09:07:39Z,FRI,,,,,,,true,true,2026-02-25T09:07:39Z
867162027882976,3AKJHPDV9KSKP7157,LXDX96,COPILOTO,GV300W,446736,-33.038080,-71.626377,0,2026-02-25T08:51:47Z,DAT,43561,7896.050000,177611.000000,0,2026-02-25T08:51:17Z,G9,true,true,2026-02-25T08:51:47Z
863457051716676,WDCED5GB3KA147712,PJLC41,WICAR,GV300W,42178,-35.433202,-71.619775,0,2026-02-25T09:25:31Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-25T09:25:31Z
866314061362131,W1NKJ5BB0SF425292,VJWF41,WICAR,GV58LAU,8523,-33.679063,-71.185518,0,2026-02-25T09:32:18Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-25T09:32:18Z
867162029800976,WDD3F4GBXLJ174317,PCVT61,WICAR,GV300W,3838,-33.463509,-70.572211,0,2026-02-23T21:16:21Z,BPL,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-23T21:16:21Z
863457050153657,,,,GV300W,60790,-23.569757,-70.392589,0,2026-02-25T08:45:07Z,GSS,,,,,,,true,true,2026-02-25T08:45:07Z
863457050246584,LSFAM11A5NA069802,069802,WICAR,GV300W,75076,-39.205110,-72.266463,0,2026-02-24T19:14:06Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-24T19:14:06Z
866314061197990,LSFAM11A2RA069391,TSLT94,COPILOTO,GV58LAU,18858,-53.121639,-70.878208,0,2026-02-25T09:16:00Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-25T09:16:00Z
863457051070959,W1KAF4CB5NF062088,SPYR54,WICAR,GV300W,38850,-32.836773,-70.689597,0,2026-02-25T09:12:18Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-25T09:12:18Z
863457050207933,LSFAM11A6MA050075,PTFF83,WICAR,GV300W,155645,-33.416647,-70.836033,0,2026-02-12T08:06:10Z,EPS,,,,,0001-01-01T00:00:00Z,,true,true,2026-02-12T08:06:10Z
867162029802642,,,,GV300W,69735,-33.386255,-70.583540,0,2026-02-25T08:50:15Z,FRI,,,,,,,true,true,2026-02-25T08:50:15Z
