IMEI,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
863457051064374,,,,GV300W,117293,-33.555827,-70.654464,0,2026-01-23T07:10:52Z,GSS,,,,,,,true,true,2026-01-23T07:10:52Z
866314060300611,LSFAM11A6PA076258,076258,WICAR,GV58LAU,0,-33.046100,-71.448167,0,2026-01-21T22:49:24Z,RTL,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-21T22:49:24Z
863238070325834,JL6BGG6A2SK000674,SK000674,COPILOTO,GV300W,39,-33.289798,-70.738494,53,2025-12-18T15:33:25Z,FRI,39,5.650000,9.500000,0,2025-12-18T15:32:42Z,DB,true,true,2025-12-18T15:33:25Z
863457050241080,W1NYC7GJ8NX421540,RPWV97,WICAR,GV300W,5674,-33.367969,-70.531209,0,2026-01-23T08:59:34Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-23T08:59:34Z
866314061809388,,,,GV58LAU,8528,-37.814768,-72.682664,0,2026-01-23T08:31:56Z,FRI,,,,,,,true,true,2026-01-23T08:31:56Z
863457050817483,,,,GV300W,44445,-33.461513,-70.716354,0,2026-01-23T08:44:13Z,FRI,,,,,,,true,true,2026-01-23T08:44:13Z
866314060212014,LSJZ14U6XSS010180,THZC84,WICAR,GV58LAU,0,-33.384510,-70.533140,9,2026-01-22T22:16:34Z,STT,12,,,,0001-01-01T00:00:00Z,,true,true,2026-01-22T22:16:34Z
866314060290952,JL5ASJ6A5SRK30874,RK30874,COPILOTO,GV58LAU,70977,-36.286163,-71.817976,0,2026-01-23T08:24:14Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-23T08:24:14Z
869671072168089,9BM951511TB415580,B415580,COPILOTO,GV300W,70010,-33.522529,-70.747451,19,2026-01-23T09:18:22Z,FRI,70010,1017.500000,18644.060000,10,2026-01-23T09:18:16Z,DB,true,true,2026-01-23T09:18:22Z
866314061262927,W1K3F8HB8SJ502189,W1K3F8HB8SJ502189,WICAR,GV58LAU,13360,-32.951361,-71.540674,0,2026-01-23T09:03:18Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-23T09:03:18Z
869671072165465,,,,,0,-30.238222,-71.076026,0,2026-01-23T09:17:57Z,FRI,,,,,,,true,true,2026-01-23T09:17:57Z
863457050071495,1M1AN4HY6LM001903,LPKD52,COPILOTO,,237358,-22.446606,-68.874446,0,2025-08-18T21:55:54Z,BPL,,,,,,,true,true,2025-08-18T21:55:54Z
863457050621356,W1KAF4BB1NR004687,SBVS87,WICAR,GV300W,40867,-33.404917,-70.595160,8,2026-01-21T21:10:07Z,IGF,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-21T21:10:07Z
869671072169756,W1T964231T0833066,VGWX48,COPILOTO,GV300W,19344,-20.993686,-68.842552,0,2026-01-23T09:16:20Z,FRI,19344,1730.750000,16424.810000,0,2026-01-22T21:59:01Z,G9,true,true,2026-01-23T09:16:20Z
867162025861279,,,,GV300W,97770,-33.481034,-70.585517,0,2026-01-23T08:52:02Z,FRI,,,,,,,true,true,2026-01-23T08:52:02Z
863457050652146,W1T964231P0639376,SSYV27,COPILOTO,GV300W,45044,-22.954174,-69.072267,0,2026-01-17T21:22:12Z,BPL,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-17T21:22:12Z
863457051760179,W1T964016R0705606,TDZF81,COPILOTO,GV300W,63388,-23.603836,-70.385364,0,2026-01-22T23:08:16Z,FRI,64662,5441.800000,1161.240000,0,2026-01-22T22:07:22Z,G5,true,true,2026-01-22T23:08:16Z
863457050216306,W1N0G8AB1MG007927,RWLJ84,WICAR,GV300W,26920,-33.385034,-70.541635,0,2026-01-23T05:42:01Z,GSS,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-23T05:42:01Z
866314061225874,,,,GV58LAU,28886,-39.284284,-71.949668,0,2026-01-23T08:50:59Z,FRI,,,,,,,true,true,2026-01-23T08:50:59Z
866314061756241,,,,GV58LAU,7961,-33.592090,-70.637761,38,2026-01-23T09:17:37Z,FRI,,,,,,,true,true,2026-01-23T09:17:37Z
867162029795473,WDDBF0JB4GJ435251,JKVZ37,WICAR,GV300W,48011,-33.450802,-70.565666,0,2026-01-23T08:40:18Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-23T08:40:18Z
G9H49J5UPTXF,W1F9HPAD9R0715953,CAZ728,DIVEMOTOR,INTEGRATION,,-11.223610,-76.461449,0,2026-01-16T21:24:03Z,DAT,62660,2196.100000,24446.000000,0,2026-01-16T21:24:03Z,DA,true,true,2026-01-16T21:24:03Z
867162029806346,,,,GV300W,51770,-35.964399,-72.314203,0,2026-01-23T08:43:32Z,FRI,,,,,,,true,true,2026-01-23T08:43:32Z
G9BCXBB2FNZP,W1FNHLAD2S0767681,CCG-727,DIVEMOTOR,INTEGRATION,,-16.537771,-71.591728,0,2026-01-15T14:56:11Z,DAT,,1183.700000,11507.000000,,2026-01-15T14:56:11Z,PA,true,true,2026-01-15T14:56:11Z
869671070576911,3AKJHPDV1PSUD5445,UD5445,COPILOTO,GV300W,126347,-23.609743,-70.259048,0,2026-01-23T09:18:05Z,FRI,126347,2193.300000,56180.000000,0,2026-01-19T11:29:07Z,G9,true,true,2026-01-23T09:18:05Z
863457050137593,W1N4M8HB2NW238021,238021,WICAR,GV300W,28889,-33.380361,-70.543776,0,2026-01-23T09:12:56Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-23T09:12:56Z
863238070319654,,,,,6937,-30.238306,-71.076263,0,2026-01-23T09:17:30Z,FRI,6937,217.650000,2685.000000,0,2026-01-23T09:12:28Z,G5,true,true,2026-01-23T09:17:30Z
866314060283239,W1KAF4CB1RF136886,136886,WICAR,GV58LAU,36333,-33.241163,-70.691460,0,2026-01-23T08:41:34Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-23T08:41:34Z
863457050152253,,,,GV300W,116642,-33.495427,-70.640897,0,2026-01-23T08:51:28Z,FRI,,,,,,,true,true,2026-01-23T08:51:28Z
863457050615358,W1T963425PB283710,283710,COPILOTO,GV300W,255582,-41.457337,-72.915227,0,2026-01-23T09:16:44Z,FRI,,,,,0001-01-01T00:00:00Z,,true,true,2026-01-23T09:16:44Z
866314061262943,,,,GV58LAU,3586,-33.370133,-70.702465,0,2026-01-23T08:52:25Z,FRI,,,,,,,true,true,2026-01-23T08:52:25Z
