IMEI,installation_date,uninstallation_date,VIN,license_plate,source,device_model,gps_odometer,latitude,longitude,gps_speed,gps_timestamp,last_header_gps,can_odometer,can_horometer,can_odoliter,can_speed,can_timestamp,last_header_can,has_gps_data,has_can_data,last_update_utc
863457051754479,2023-09-13T15:59:57Z,,W1T964231PB291978,291978,COPILOTO,GV300W,82501,-33.457211,-70.571461,0,2026-07-18T10:06:19Z,FRI,89360,4707.500000,53421.980000,0,2026-07-17T19:48:19Z,G9,true,true,2026-07-18T10:06:19Z
863457050147097,,,W1NFB2DB1MA514265,RCRY10,WICAR,GV300W,30107,-33.409917,-70.576167,2,2026-07-15T23:54:27Z,HBD,,,,,,,true,false,2026-07-18T10:05:37Z
G9MDB15FKAA6,,,W1FNHLAD1R0725464,BYF-945,DIVEMOTOR,INTEGRATION,,-9.546947,-77.067040,0,2026-07-17T13:29:29Z,DAT,32312,4857.700000,56189.000000,0,2026-07-17T13:29:29Z,DA,true,true,2026-07-17T13:29:29Z
863457051071700,,,LSFAM11A7LA040959,LZFG41,COPILOTO,GV300W,77518,-33.466167,-70.721372,0,2026-07-18T03:56:36Z,HBD,,,,,,,true,false,2026-07-18T10:03:58Z
863238075123424,,,LSFAM11A5TA043360,VVRP69,DIMO,SMART 5,,-36.864908,-73.072153,,,,2890,,,0,,,true,true,2026-07-18T03:38:42Z
G9076BJ8KWP1,,,3AKJHPDV5NSNJ0374,BMB-782,DIVEMOTOR,INTEGRATION,,-12.048330,-77.123955,0,2026-07-18T00:42:48Z,DAT,328834,10342.300000,140373.000000,0,2026-07-18T00:42:48Z,DB,true,true,2026-07-18T00:42:48Z
863457051733317,2023-10-24T15:04:05Z,,LSFAM11A1RA041369,LSFAM11A1RA041369,WICAR,GV300W,37312,-35.054990,-71.185105,0,2026-07-17T04:37:42Z,HBD,,,,,,,true,false,2026-07-18T10:03:58Z
863457050648458,,,WDC0J1KB1LF747099,PJPS78,COPILOTO,GV300W,75984,-33.021754,-71.545839,0,2025-09-29T06:47:07Z,EPS,,,,,,,true,false,2025-09-29T06:47:07Z
869671070583255,,,JL6CLH6A7SK006895,K006895,COPILOTO,GV300W,12669,-33.915962,-70.762008,0,2026-07-18T10:01:29Z,FRI,12669,363.250000,2284.500000,0,2026-07-15T13:37:42Z,G9,true,true,2026-07-18T10:01:29Z
GA85EFR9P5KA,,,W1F9HPAD9V0885627,W1F9HPAD9V0885627,DIVEMOTOR,INTEGRATION,,-8.131023,-79.022026,0,2026-07-10T18:48:41Z,DAT,1295,30.800000,304.000000,0,2026-07-10T18:48:41Z,DB,true,true,2026-07-10T18:48:41Z
863457051067005,2023-05-19T19:10:55Z,,W1T963424R0658489,658489,COPILOTO,GV300W,40014,-38.774337,-72.611391,0,2026-07-18T09:55:01Z,HBD,43010,1246.100000,17500.500000,0,2026-07-18T07:55:05Z,KA,true,true,2026-07-18T10:06:10Z
866314061270342,2025-03-12T23:39:00Z,,LSFAM11A1SA055522,VBCY58,COPILOTO,GV58LAU,2327,-18.527483,-66.481689,0,2025-09-29T00:08:30Z,FRI,,,,,,,true,false,2025-09-29T00:08:30Z
G9KJH1HNSHCT,,,3ALKCYFE1RDUX3660,TKZL94,PESCO RENTAL,PESCO RENTAL,,-27.389511,-70.331871,0,2026-07-17T17:47:16Z,DAT,25380,1301.100000,15883.000000,0,2026-07-17T17:47:16Z,DB,true,true,2026-07-17T17:47:16Z
867162029808250,2021-01-21T03:00:00Z,,3AKJHPDV1MSMZ4348,LZPD84,COPILOTO,GV300W,288140,-22.279454,-69.594108,15,2026-07-18T02:33:21Z,INF,,,,,,,true,false,2026-07-18T10:02:06Z
863457051714101,2023-10-25T21:07:39Z,,W1V907645RP566039,TCBZ74,COPILOTO,GV300W,0,-27.140476,-109.358717,0,2026-06-25T20:39:07Z,HBD,46733,2360.160000,0.000000,0,2026-06-20T19:20:51Z,KA,true,true,2026-06-30T16:25:32Z
869671070579576,,,W1T964231T0833027,VPCH52,COPILOTO,GV300W,18372,-31.945402,-71.133972,0,2026-07-18T04:25:32Z,FRI,18372,1346.500000,12931.840000,0,2026-07-15T21:54:38Z,G5,true,true,2026-07-18T04:25:32Z
863457050617503,,,WDDWF4AB3FF139020,HSTZ56,WICAR,GV300W,101097,-33.427924,-70.603829,0,2026-07-18T04:54:10Z,HBD,,,,,,,true,false,2026-07-18T10:03:25Z
866314060272653,2024-02-20T18:30:38Z,,W1V907657RP624081,624081,WICAR,GV58LAU,129650,-32.858708,-70.665469,0,2026-07-18T09:26:27Z,HBD,,,,,,,true,false,2026-07-18T10:01:42Z
863457050629821,2023-02-06T02:19:09Z,,W1T964231P0637186,637186,COPILOTO,GV300W,38458,-32.943981,-70.278497,0,2026-07-08T21:44:06Z,HBD,,,,,2026-07-08T19:55:09Z,KA,true,true,2026-07-08T23:51:52Z
DIMO984821769,,,LSFAM11AXSA052148,052148,,,,-23.600635,-70.384342,,,,2249,,,0,,,true,true,2026-06-08T22:18:28Z
869671070595770,2025-02-11T02:11:39Z,,JL6CLH6A9SK005733,K005733,COPILOTO,GV300W,47048,-38.756919,-72.722877,0,2026-07-18T10:02:05Z,FRI,16372,625.350000,2967.000000,89,2025-09-22T12:07:39Z,DB,true,true,2026-07-18T10:02:05Z
G9AV7NEYKYFC,,,9BM951500TB420385,9BM951500TB420385,DIVEMOTOR,INTEGRATION,,-33.446033,-70.771584,0,2026-07-18T06:35:21Z,DAT,18451,0.000000,8864.000000,0,2026-07-18T06:35:21Z,DB,true,true,2026-07-18T06:35:21Z
DIMO996453526,,,W1K3F8HB7TJ562031,562031,,,,-33.264620,-70.662180,,,,336,,,53,,,true,true,2026-04-17T15:18:10Z
863457051062253,2023-10-18T19:02:01Z,,3AKJHPDV5NSNE1104,TBRC71,COPILOTO,GV300W,213034,-38.923266,-72.644816,0,2026-07-18T09:12:22Z,HBD,211857,3492.600000,69583.500000,0,2026-07-18T07:12:10Z,KA,true,true,2026-07-18T10:06:20Z
864002070934691,,,WV2ZZZ7HZJH118297,LHXK-57,COPILOTO,GV300W,260492,-37.857704,-72.371508,0,2026-07-18T01:35:42Z,HBD,,,,,,,true,false,2026-07-18T02:26:29Z
863457050620663,2022-11-25T13:23:09Z,,9BM958260PB287370,SHKC36,COPILOTO,GV300W,84738,-41.462458,-72.969653,0,2026-07-17T19:33:56Z,DAT,87842,4539.830000,38943.790000,0,2026-07-17T19:33:29Z,G9,true,true,2026-07-17T19:33:56Z
867162029798626,2022-08-02T16:34:19Z,,3AKJHPDV1NSNE1102,NE1102,COPILOTO,GV300W,556382,-36.634364,-72.192812,0,2026-07-14T15:59:45Z,INF,562267,9461.850000,178076.000000,0,2026-07-14T15:59:06Z,DB,true,true,2026-07-17T15:56:10Z
863238070327152,,,W1T964016T0833658,0833658,COPILOTO,GV300W,5174,-20.954727,-68.706726,0,2026-07-18T04:45:03Z,DAT,5174,602.500000,3299.260000,0,2026-07-18T04:44:38Z,G9,true,true,2026-07-18T04:45:03Z
G96A21R6SWEW,,,W1FNHLADXR0749911,CDC-719,DIVEMOTOR,,,-17.104580,-70.629127,0,2026-07-14T22:36:28Z,DAT,14827,1442.700000,10645.000000,0,2026-07-14T22:36:28Z,DB,true,true,2026-07-14T22:36:28Z
869671070575962,2025-05-22T19:39:54Z,,MEC2047RXSP162628,P162628,COPILOTO,GV300W,27439,-38.741157,-72.592033,0,2026-07-18T10:03:08Z,FRI,27439,1209.340000,0.350000,0,2026-07-18T06:07:18Z,G9,true,true,2026-07-18T10:03:08Z
863457050646296,2023-02-28T13:06:39Z,,LSH14C4CXNA067897,SLCY14,COPILOTO,GV300W,69220,-32.966280,-71.501024,0,2026-07-17T21:21:09Z,INF,6801,,,2,2026-07-17T21:19:46Z,DE,true,true,2026-07-18T09:44:16Z
863457050284940,,,W1N0G1KB9MG001959,RYJH83,WICAR,GV300W,90942,-33.674011,-70.891449,0,2026-07-18T09:36:09Z,HBD,,,,,,,true,false,2026-07-18T10:05:24Z
863457051678660,2024-11-21T16:30:54Z,,LUZAGBGA9PA098350,TTRG38,COPILOTO,GV58LAU,0,-33.419501,-70.584903,0,2026-07-14T00:28:21Z,PDP,,,,,,,true,false,2026-07-18T10:02:34Z
863457051074100,,,W1NKM5BB5PF004490,004490,COPILOTO,GV300W,25408,-33.419147,-70.570929,7,2026-07-17T20:03:57Z,HBD,,,,,,,true,false,2026-07-18T10:06:22Z
866314060287271,2024-03-01T19:21:03Z,,W1NFD0KBXRB051951,TGSP37,WICAR,GV58LAU,28288,-23.526459,-70.403788,0,2026-07-18T10:05:38Z,FRI,,,,,,,true,false,2026-07-18T10:05:38Z
863457051064564,2023-06-02T21:16:56Z,,93ZE12JMZP8954888,954888,COPILOTO,GV300W,221584,-36.833320,-73.123439,0,2026-07-18T09:43:46Z,HBD,227267,4108.400000,58517.000000,77,2026-07-18T08:41:19Z,KA,true,true,2026-07-18T10:03:34Z
866314060211248,2025-06-09T01:20:51Z,,HESXR1C41SS007836,S007836,COPILOTO,GV58LAU,3542,-29.991345,-71.260653,0,2026-07-18T09:15:29Z,HBD,,,,,,,true,false,2026-07-18T10:01:35Z
GA75DY72CA6U,,,3AKJHPDV5TSWV6819,CLL-781,DIVEMOTOR,INTEGRATION,,-16.490034,-71.860710,0,2026-07-18T07:59:25Z,DAT,13608,346.900000,6319.000000,0,2026-07-18T07:59:25Z,DB,true,true,2026-07-18T07:59:25Z
863457050245792,,,W1NFD2BB3NA622837,RWBS19,WICAR,GV300W,70651,-36.586009,-72.083037,3,2026-07-03T16:22:23Z,HBD,,,,,,,true,false,2026-07-18T10:02:33Z
867162029151644,2023-08-29T21:23:19Z,,W1KXJ8JB1MA050969,PDJX85,WICAR,GV300W,8717,-33.365524,-70.685286,0,2026-07-18T09:59:17Z,HBD,,,,,,,true,false,2026-07-18T10:03:20Z
863457050232808,2022-08-19T15:00:36Z,,KPAX62EESNP142527,RDXB90,COPILOTO,GV300W,135369,-34.167356,-70.724708,0,2026-07-18T09:56:29Z,INF,,,,,,,true,false,2026-07-18T10:04:09Z
863457051762043,2023-10-12T20:21:40Z,,W1T964231R0707950,TCFL67,COPILOTO,GV300W,209974,-22.441390,-68.899612,0,2026-07-17T16:24:54Z,PFA,217430,8500.350000,100846.200000,0,2026-06-13T13:37:09Z,DA,true,true,2026-07-17T16:24:58Z
863457052212303,2024-01-03T13:09:07Z,,LSFAM120XRA041246,041246,COPILOTO,GV300W,15326,-33.262097,-70.662028,0,2026-07-18T10:06:04Z,FRI,15938,,,0,2026-07-17T21:47:55Z,DE,true,true,2026-07-18T10:06:04Z
869671070588007,2024-09-11T18:13:52Z,,W1T964216R0734025,TSPR73,COPILOTO,GV300W,60186,-31.962165,-71.088867,0,2026-07-15T21:27:31Z,FRI,60186,3190.900000,32067.800000,0,2026-07-15T19:01:49Z,G9,true,true,2026-07-15T21:27:31Z
G9APNUBDSPBS,,,3AKJHPDV4TSWK2676,CEA-784,DIVEMOTOR,INTEGRATION,,-11.968999,-77.128975,7,2026-07-17T13:39:54Z,DAT,33018,1192.000000,15791.000000,7,2026-07-17T13:39:54Z,DB,true,true,2026-07-17T13:39:54Z
869671070589344,2025-04-24T17:58:19Z,,3ALMG3DV8SDWE2755,DWE2755,COPILOTO,GV300W,0,-33.527843,-70.724906,0,2026-06-17T07:59:50Z,FRI,1342,66.150000,526.500000,0,2026-04-28T14:06:55Z,G9,true,true,2026-06-17T07:59:50Z
863457051067153,,,W1NFB1KB7NA766164,SLRC41,WICAR,GV300W,40366,-33.352175,-70.546775,20,2026-07-17T18:20:43Z,HBD,24898,,,,,,true,true,2026-07-18T10:03:02Z
863457050139474,2025-07-21T21:30:32Z,,W1N4M8HB6MW111898,RPWW40,WICAR,GV300W,46521,-33.472375,-70.601863,4,2026-07-15T17:18:16Z,GSM,,,,,,,true,false,2026-07-15T18:10:19Z
